Strain ID	ORF	Gene name	Label
YNR051C_sn339	YNR051C	BRE5	bre5
YDL122W_sn340	YDL122W	UBP1	ubp1
YLR216C_sn341	YLR216C	CPR6	cpr6
YBR169C_sn342	YBR169C	SSE2	sse2
YLL024C_sn343	YLL024C	SSA2	ssa2
YDR518W_sn344	YDR518W	EUG1	eug1
YOL088C_sn345	YOL088C	MPD2	mpd2
YML078W_sn346	YML078W	CPR3	cpr3
YOR288C_sn347	YOR288C	MPD1	mpd1
YAL005C_sn348	YAL005C	SSA1	ssa1
YMR161W_sn349	YMR161W	HLJ1	hlj1
YJL073W_sn350	YJL073W	JEM1	jem1
YOR357C_sn351	YOR357C	SNX3	snx3
YDR155C_sn352	YDR155C	CPR1	cpr1
YLR121C_sn353	YLR121C	YPS3	yps3
YKL010C_sn354	YKL010C	UFD4	ufd4
YER100W_sn355	YER100W	UBC6	ubc6
YLR120C_sn356	YLR120C	YPS1	yps1
YMR274C_sn357	YMR274C	RCE1	rce1
YLR250W_sn358	YLR250W	SSP120	ssp120
YPR149W_sn359	YPR149W	NCE102	nce102
YBR162W-A_sn360	YBR162W-A	YSY6	ysy6
YML013W_sn361	YML013W	UBX2	ubx2
YDR425W_sn362	YDR425W	SNX41	snx41
YKL073W_sn363	YKL073W	LHS1	lhs1
YDR313C_sn364	YDR313C	PIB1	pib1
YIL005W_sn365	YIL005W	EPS1	eps1
YDR414C_sn366	YDR414C	ERD1	erd1
YKL002W_sn367	YKL002W	DID4	did4
YPR173C_sn368	YPR173C	VPS4	vps4
YNR006W_sn369	YNR006W	VPS27	vps27
YJL053W_sn370	YJL053W	PEP8	pep8
YJL154C_sn371	YJL154C	VPS35	vps35
YOR069W_sn372	YOR069W	VPS5	vps5
YLL040C_sn373	YLL040C	VPS13	vps13
YBL069W_sn374	YBL069W	AST1	ast1
YLR246W_sn375	YLR246W	ERF2	erf2
YOR297C_sn376	YOR297C	TIM18	tim18
YHR160C_sn377	YHR160C	PEX18	pex18
YGR239C_sn378	YGR239C	PEX21	pex21
YGL153W_sn379	YGL153W	PEX14	pex14
YAL055W_sn380	YAL055W	PEX22	pex22
YGR141W_sn381	YGR141W	VPS62	vps62
YJR126C_sn382	YJR126C	VPS70	vps70
YMR004W_sn383	YMR004W	MVP1	mvp1
YDR495C_sn384	YDR495C	VPS3	vps3
YPR139C_sn385	YPR139C	LOA1	loa1
YOL082W_sn386	YOL082W	ATG19	atg19
YDR372C_sn387	YDR372C	VPS74	vps74
YML097C_sn388	YML097C	VPS9	vps9
YOR359W_sn389	YOR359W	VTS1	vts1
YHL002W_sn390	YHL002W	HSE1	hse1
YGL104C_sn391	YGL104C	VPS73	vps73
YOL129W_sn392	YOL129W	VPS68	vps68
YNL059C_sn393	YNL059C	ARP5	arp5
YNL246W_sn394	YNL246W	VPS75	vps75
YBL078C_sn395	YBL078C	ATG8	atg8
YLL042C_sn396	YLL042C	ATG10	atg10
YNR007C_sn397	YNR007C	ATG3	atg3
YLR085C_sn398	YLR085C	ARP6	arp6
YHR171W_sn399	YHR171W	ATG7	atg7
YDL149W_sn400	YDL149W	ATG9	atg9
YKR035W-A_sn401	YKR035W-A	DID2	did2
YKR001C_sn402	YKR001C	VPS1	vps1
YDR200C_sn403	YDR200C	VPS64	vps64
YDR485C_sn404	YDR485C	VPS72	vps72
YFR021W_sn405	YFR021W	ATG18	atg18
YPL149W_sn406	YPL149W	ATG5	atg5
YGL124C_sn407	YGL124C	MON1	mon1
YNL297C_sn408	YNL297C	MON2	mon2
YBR290W_sn409	YBR290W	BSD2	bsd2
YLR119W_sn410	YLR119W	SRN2	srn2
YCL008C_sn411	YCL008C	STP22	stp22
YPL065W_sn412	YPL065W	VPS28	vps28
YPL002C_sn413	YPL002C	SNF8	snf8
YJR102C_sn414	YJR102C	VPS25	vps25
YLR417W_sn415	YLR417W	VPS36	vps36
YPR049C_sn416	YPR049C	ATG11	atg11
YPR185W_sn417	YPR185W	ATG13	atg13
YNL242W_sn418	YNL242W	ATG2	atg2
YBL017C_sn419	YBL017C	PEP1	pep1
YKR020W_sn420	YKR020W	VPS51	vps51
YCL038C_sn421	YCL038C	ATG22	atg22
YEL027W_sn422	YEL027W	VMA3	vma3
YKR014C_sn423	YKR014C	YPT52	ypt52
YNL093W_sn424	YNL093W	YPT53	ypt53
YDL113C_sn425	YDL113C	ATG20	atg20
YBR217W_sn426	YBR217W	ATG12	atg12
YPL120W_sn427	YPL120W	VPS30	vps30
YBR131W_sn428	YBR131W	CCZ1	ccz1
YNL223W_sn429	YNL223W	ATG4	atg4
YOR089C_sn430	YOR089C	VPS21	vps21
YML041C_sn431	YML041C	VPS71	vps71
YBR164C_sn432	YBR164C	ARL1	arl1
YPL045W_sn433	YPL045W	VPS16	vps16
YEL013W_sn434	YEL013W	VAC8	vac8
YCL057W_sn435	YCL057W	PRD1	prd1
YGR132C_sn436	YGR132C	PHB1	phb1
YGR231C_sn437	YGR231C	PHB2	phb2
YNL119W_sn438	YNL119W	NCS2	ncs2
YGR086C_sn439	YGR086C	PIL1	pil1
YDL100C_sn440	YDL100C	GET3	get3
YJR032W_sn441	YJR032W	CPR7	cpr7
YER103W_sn442	YER103W	SSA4	ssa4
YBL075C_sn443	YBL075C	SSA3	ssa3
YFR019W_sn444	YFR019W	FAB1	fab1
YDR059C_sn445	YDR059C	UBC5	ubc5
YGR038W_sn446	YGR038W	ORM1	orm1
YLR350W_sn447	YLR350W	ORM2	orm2
YCR044C_sn448	YCR044C	PER1	per1
YOR132W_sn449	YOR132W	VPS17	vps17
YHR012W_sn450	YHR012W	VPS29	vps29
YML048W_sn451	YML048W	GSF2	gsf2
YDL018C_sn452	YDL018C	ERP3	erp3
YOR016C_sn453	YOR016C	ERP4	erp4
YHR110W_sn454	YHR110W	ERP5	erp5
YPR095C_sn455	YPR095C	SYT1	syt1
YGL002W_sn456	YGL002W	ERP6	erp6
YDR229W_sn457	YDR229W	IVY1	ivy1
YJL117W_sn458	YJL117W	PHO86	pho86
YGL167C_sn459	YGL167C	PMR1	pmr1
YJR010C-A_sn460	YJR010C-A	SPC1	spc1
YML055W_sn461	YML055W	SPC2	spc2
YDL138W_sn462	YDL138W	RGT2	rgt2
YDL194W_sn463	YDL194W	SNF3	snf3
YLR330W_sn464	YLR330W	CHS5	chs5
YMR017W_sn465	YMR017W	SPO20	spo20
YKR031C_sn466	YKR031C	SPO14	spo14
YNR049C_sn467	YNR049C	MSO1	mso1
YPL154C_sn468	YPL154C	PEP4	pep4
YEL060C_sn469	YEL060C	PRB1	prb1
YOL031C_sn470	YOL031C	SIL1	sil1
YER087C-B_sn471	YER087C-B	SBH1	sbh1
YLR083C_sn472	YLR083C	EMP70	emp70
YLL043W_sn473	YLL043W	FPS1	fps1
YPL084W_sn474	YPL084W	BRO1	bro1
YER143W_sn475	YER143W	DDI1	ddi1
YBR127C_sn476	YBR127C	VMA2	vma2
YMR054W_sn477	YMR054W	STV1	stv1
YHR026W_sn478	YHR026W	VMA16	vma16
YPL234C_sn479	YPL234C	VMA11	vma11
YPR036W_sn480	YPR036W	VMA13	vma13
YOR332W_sn481	YOR332W	VMA4	vma4
YKL080W_sn482	YKL080W	VMA5	vma5
YGR020C_sn483	YGR020C	VMA7	vma7
YEL051W_sn484	YEL051W	VMA8	vma8
YJR033C_sn485	YJR033C	RAV1	rav1
YHR039C-A_sn486	YHR039C-A	VMA10	vma10
YDR456W_sn487	YDR456W	NHX1	nhx1
YDR202C_sn488	YDR202C	RAV2	rav2
YDL185W_sn489	YDL185W	VMA1	vma1
YLR447C_sn490	YLR447C	VMA6	vma6
YOR270C_sn491	YOR270C	VPH1	vph1
YMR174C_sn492	YMR174C	PAI3	pai3
YMR297W_sn493	YMR297W	PRC1	prc1
YLR373C_sn494	YLR373C	VID22	vid22
YBR286W_sn495	YBR286W	APE3	ape3
YKL103C_sn496	YKL103C	APE1	ape1
YPR079W_sn497	YPR079W	MRL1	mrl1
YHR138C_sn498	YHR138C	YHR138C	yhr138c
YER072W_sn499	YER072W	VTC1	vtc1
YPL019C_sn500	YPL019C	VTC3	vtc3
YJL012C_sn501	YJL012C	VTC4	vtc4
YNL015W_sn502	YNL015W	PBI2	pbi2
YFL004W_sn503	YFL004W	VTC2	vtc2
YNL054W_sn504	YNL054W	VAC7	vac7
YLR386W_sn505	YLR386W	VAC14	vac14
YDL077C_sn506	YDL077C	VAM6	vam6
YDR080W_sn507	YDR080W	VPS41	vps41
YOL018C_sn508	YOL018C	TLG2	tlg2
YLR093C_sn509	YLR093C	NYV1	nyv1
YDR323C_sn510	YDR323C	PEP7	pep7
YMR183C_sn511	YMR183C	SSO2	sso2
YHL031C_sn512	YHL031C	GOS1	gos1
YPL232W_sn513	YPL232W	SSO1	sso1
YOR106W_sn514	YOR106W	VAM3	vam3
YGL212W_sn515	YGL212W	VAM7	vam7
YAR031W_sn516	YAR031W	PRM9	prm9
YJL178C_sn517	YJL178C	ATG27	atg27
YKL135C_sn518	YKL135C	APL2	apl2
YPR029C_sn519	YPR029C	APL4	apl4
YPL259C_sn520	YPL259C	APM1	apm1
YHL019C_sn521	YHL019C	APM2	apm2
YLR170C_sn522	YLR170C	APS1	aps1
YJR005W_sn523	YJR005W	APL1	apl1
YBL037W_sn524	YBL037W	APL3	apl3
YJR058C_sn525	YJR058C	APS2	aps2
YGL206C_sn526	YGL206C	CHC1	chc1
YGR167W_sn527	YGR167W	CLC1	clc1
YDL234C_sn528	YDL234C	GYP7	gyp7
YLR309C_sn529	YLR309C	IMH1	imh1
YPL249C_sn530	YPL249C	GYP5	gyp5
YPR028W_sn531	YPR028W	YOP1	yop1
YFL027C_sn532	YFL027C	GYP8	gyp8
YAL048C_sn533	YAL048C	GEM1	gem1
YOR070C_sn534	YOR070C	GYP1	gyp1
YGL023C_sn535	YGL023C	PIB2	pib2
YJR110W_sn536	YJR110W	YMR1	ymr1
YPL145C_sn537	YPL145C	KES1	kes1
YCR034W_sn538	YCR034W	ELO2	elo2
YBR105C_sn539	YBR105C	VID24	vid24
YER031C_sn540	YER031C	YPT31	ypt31
YGL210W_sn541	YGL210W	YPT32	ypt32
YML001W_sn542	YML001W	YPT7	ypt7
YKL176C_sn543	YKL176C	LST4	lst4
YGR057C_sn544	YGR057C	LST7	lst7
YBL015W_sn545	YBL015W	ACH1	ach1
YGR268C_sn546	YGR268C	HUA1	hua1
YOR284W_sn547	YOR284W	HUA2	hua2
YLR144C_sn548	YLR144C	ACF2	acf2
YJR083C_sn549	YJR083C	ACF4	acf4
YLR410W_sn550	YLR410W	VIP1	vip1
YPR154W_sn551	YPR154W	PIN3	pin3
YJL020C_sn552	YJL020C	BBC1	bbc1
YIL105C_sn553	YIL105C	SLM1	slm1
YNL047C_sn554	YNL047C	SLM2	slm2
YOR239W_sn555	YOR239W	ABP140	abp140
YPR171W_sn556	YPR171W	BSP1	bsp1
YOR035C_sn557	YOR035C	SHE4	she4
YBR059C_sn558	YBR059C	AKL1	akl1
YJL100W_sn559	YJL100W	LSB6	lsb6
YMR192W_sn560	YMR192W	GYL1	gyl1
YFR024C-A_sn561	YFR024C-A	LSB3	lsb3
YOL112W_sn562	YOL112W	MSB4	msb4
YLR337C_sn563	YLR337C	VRP1	vrp1
YNL079C_sn564	YNL079C	TPM1	tpm1
YIL138C_sn565	YIL138C	TPM2	tpm2
YDR245W_sn566	YDR245W	MNN10	mnn10
YIL159W_sn567	YIL159W	BNR1	bnr1
YLR319C_sn568	YLR319C	BUD6	bud6
YER149C_sn569	YER149C	PEA2	pea2
YNL271C_sn570	YNL271C	BNI1	bni1
YLL021W_sn571	YLL021W	SPA2	spa2
YLR313C_sn572	YLR313C	SPH1	sph1
YKR055W_sn573	YKR055W	RHO4	rho4
YNL094W_sn574	YNL094W	APP1	app1
YHR114W_sn575	YHR114W	BZZ1	bzz1
YNL084C_sn576	YNL084C	END3	end3
YLR429W_sn577	YLR429W	CRN1	crn1
YOR367W_sn578	YOR367W	SCP1	scp1
YDR129C_sn579	YDR129C	SAC6	sac6
YDL135C_sn580	YDL135C	RDI1	rdi1
YOR127W_sn581	YOR127W	RGA1	rga1
YDR379W_sn582	YDR379W	RGA2	rga2
YLR370C_sn583	YLR370C	ARC18	arc18
YJR084W_sn584	YJR084W	YJR084W	yjr084w
YDL216C_sn585	YDL216C	RRI1	rri1
YMR025W_sn586	YMR025W	CSI1	csi1
YDR179C_sn587	YDR179C	CSN9	csn9
YOL117W_sn588	YOL117W	RRI2	rri2
YNR044W_sn589	YNR044W	AGA1	aga1
YGL032C_sn590	YGL032C	AGA2	aga2
YJR004C_sn591	YJR004C	SAG1	sag1
YLR423C_sn592	YLR423C	ATG17	atg17
YGL180W_sn593	YGL180W	ATG1	atg1
YBR210W_sn594	YBR210W	ERV15	erv15
YKL007W_sn595	YKL007W	CAP1	cap1
YIL034C_sn596	YIL034C	CAP2	cap2
YDL049C_sn597	YDL049C	KNH1	knh1
YMR306W_sn598	YMR306W	FKS3	fks3
YMR215W_sn599	YMR215W	GAS3	gas3
YOL132W_sn600	YOL132W	GAS4	gas4
YOL030W_sn601	YOL030W	GAS5	gas5
YLR343W_sn602	YLR343W	GAS2	gas2
YIR003W_sn603	YIR003W	AIM21	aim21
YKR100C_sn604	YKR100C	SKG1	skg1
YNL087W_sn605	YNL087W	TCB2	tcb2
YMR295C_sn606	YMR295C	YMR295C	ymr295c
YOR264W_sn607	YOR264W	DSE3	dse3
YDR348C_sn608	YDR348C	PAL1	pal1
YPL158C_sn609	YPL158C	AIM44	aim44
YPL221W_sn610	YPL221W	FLC1	flc1
YHR149C_sn611	YHR149C	SKG6	skg6
YCR030C_sn612	YCR030C	SYP1	syp1
YLR037C_sn613	YLR037C	PAU23	pau23
YBR301W_sn614	YBR301W	PAU24	pau24
YJR151C_sn615	YJR151C	DAN4	dan4
YJL078C_sn616	YJL078C	PRY3	pry3
YDL037C_sn617	YDL037C	BSC1	bsc1
YNR069C_sn618	YNR069C	BSC5	bsc5
YLR213C_sn619	YLR213C	CRR1	crr1
YBR033W_sn620	YBR033W	EDS1	eds1
YCR096C_sn621	YCR096C	HMRA2	hmra2
YLR099C_sn622	YLR099C	ICT1	ict1
YHR133C_sn623	YHR133C	NSG1	nsg1
YBL066C_sn624	YBL066C	SEF1	sef1
YFR022W_sn625	YFR022W	ROG3	rog3
YGL015C_sn626	YGL015C	YGL015C	ygl015c
YGL196W_sn627	YGL196W	DSD1	dsd1
YJL046W_sn628	YJL046W	AIM22	aim22
YKL033W-A_sn629	YKL033W-A	YKL033W-A	ykl033w-a
YKL037W_sn630	YKL037W	AIM26	aim26
YLR021W_sn631	YLR021W	IRC25	irc25
YMR317W_sn632	YMR317W	YMR317W	ymr317w
YNL196C_sn633	YNL196C	SLZ1	slz1
YOL003C_sn634	YOL003C	PFA4	pfa4
YPL041C_sn635	YPL041C	MRX11	mrx11
YPL077C_sn636	YPL077C	YPL077C	ypl077c
YBR148W_sn637	YBR148W	YSW1	ysw1
YGL110C_sn638	YGL110C	CUE3	cue3
YOR042W_sn639	YOR042W	CUE5	cue5
YAL053W_sn640	YAL053W	FLC2	flc2
YDR248C_sn641	YDR248C	YDR248C	ydr248c
YEL020C_sn642	YEL020C	YEL020C	yel020c
YGR237C_sn643	YGR237C	YGR237C	ygr237c
YHR033W_sn644	YHR033W	YHR033W	yhr033w
YML131W_sn645	YML131W	YML131W	yml131w
YMR073C_sn646	YMR073C	IRC21	irc21
YMR124W_sn647	YMR124W	EPO1	epo1
YNL040W_sn648	YNL040W	YNL040W	ynl040w
YJR055W_sn649	YJR055W	HIT1	hit1
YGR136W_sn650	YGR136W	LSB1	lsb1
YBR238C_sn651	YBR238C	YBR238C	ybr238c
YDL146W_sn652	YDL146W	LDB17	ldb17
YLR414C_sn653	YLR414C	PUN1	pun1
YOL070C_sn654	YOL070C	NBA1	nba1
YOR304C-A_sn655	YOR304C-A	BIL1	bil1
YJL079C_sn656	YJL079C	PRY1	pry1
YDR185C_sn657	YDR185C	UPS3	ups3
YDR233C_sn658	YDR233C	RTN1	rtn1
YBR054W_sn659	YBR054W	YRO2	yro2
YDR314C_sn660	YDR314C	RAD34	rad34
YPR045C_sn661	YPR045C	THP3	thp3
YBL028C_sn662	YBL028C	YBL028C	ybl028c
YMR195W_sn663	YMR195W	ICY1	icy1
YKL161C_sn664	YKL161C	KDX1	kdx1
YML117W_sn665	YML117W	NAB6	nab6
YIL110W_sn666	YIL110W	HPM1	hpm1
YNL063W_sn667	YNL063W	MTQ1	mtq1
YDL178W_sn668	YDL178W	DLD2	dld2
YGR080W_sn669	YGR080W	TWF1	twf1
YGR152C_sn670	YGR152C	RSR1	rsr1
YKL092C_sn671	YKL092C	BUD2	bud2
YGR041W_sn672	YGR041W	BUD9	bud9
YEL029C_sn673	YEL029C	BUD16	bud16
YFL023W_sn674	YFL023W	BUD27	bud27
YNR027W_sn675	YNR027W	BUD17	bud17
YOR301W_sn676	YOR301W	RAX1	rax1
YLR084C_sn677	YLR084C	RAX2	rax2
YGL174W_sn678	YGL174W	BUD13	bud13
YLR074C_sn679	YLR074C	BUD20	bud20
YMR014W_sn680	YMR014W	BUD22	bud22
YCR047C_sn681	YCR047C	BUD23	bud23
YJR092W_sn682	YJR092W	BUD4	bud4
YPR122W_sn683	YPR122W	AXL1	axl1
YIL140W_sn684	YIL140W	AXL2	axl2
YCR063W_sn685	YCR063W	BUD31	bud31
YGR221C_sn686	YGR221C	TOS2	tos2
YBR267W_sn687	YBR267W	REI1	rei1
YKL159C_sn688	YKL159C	RCN1	rcn1
YGL248W_sn689	YGL248W	PDE1	pde1
YOR360C_sn690	YOR360C	PDE2	pde2
YNL127W_sn691	YNL127W	FAR11	far11
YFR008W_sn692	YFR008W	FAR7	far7
YMR029C_sn693	YMR029C	FAR8	far8
YLR238W_sn694	YLR238W	FAR10	far10
YML057W_sn695	YML057W	CMP2	cmp2
YBR229C_sn696	YBR229C	ROT2	rot2
YKL046C_sn697	YKL046C	DCW1	dcw1
YEL004W_sn698	YEL004W	YEA4	yea4
YBL006C_sn699	YBL006C	LDB7	ldb7
YJL184W_sn700	YJL184W	GON7	gon7
YLR020C_sn701	YLR020C	YEH2	yeh2
YJR075W_sn702	YJR075W	HOC1	hoc1
YMR307W_sn703	YMR307W	GAS1	gas1
YGR282C_sn704	YGR282C	BGL2	bgl2
YDR261C_sn705	YDR261C	EXG2	exg2
YGL027C_sn706	YGL027C	CWH41	cwh41
YER124C_sn707	YER124C	DSE1	dse1
YDR055W_sn708	YDR055W	PST1	pst1
YEL040W_sn709	YEL040W	UTR2	utr2
YHR021W-A_sn710	YHR021W-A	ECM12	ecm12
YBL043W_sn711	YBL043W	ECM13	ecm13
YLR390W_sn712	YLR390W	ECM19	ecm19
YJR106W_sn713	YJR106W	ECM27	ecm27
YHL043W_sn714	YHL043W	ECM34	ecm34
YIL146C_sn715	YIL146C	ATG32	atg32
YJL201W_sn716	YJL201W	ECM25	ecm25
YKR076W_sn717	YKR076W	ECM4	ecm4
YDR528W_sn718	YDR528W	HLR1	hlr1
YHR103W_sn719	YHR103W	SBE22	sbe22
YBL001C_sn720	YBL001C	ECM15	ecm15
YDR351W_sn721	YDR351W	SBE2	sbe2
YBR005W_sn722	YBR005W	RCR1	rcr1
YLR443W_sn723	YLR443W	ECM7	ecm7
YGR023W_sn724	YGR023W	MTL1	mtl1
YDR125C_sn725	YDR125C	ECM18	ecm18
YBR078W_sn726	YBR078W	ECM33	ecm33
YDR446W_sn727	YDR446W	ECM11	ecm11
YHR132C_sn728	YHR132C	ECM14	ecm14
YDR293C_sn729	YDR293C	SSD1	ssd1
YKL096W_sn730	YKL096W	CWP1	cwp1
YJL159W_sn731	YJL159W	HSP150	hsp150
YNL322C_sn732	YNL322C	KRE1	kre1
YKL163W_sn733	YKL163W	PIR3	pir3
YDR077W_sn734	YDR077W	SED1	sed1
YJL158C_sn735	YJL158C	CIS3	cis3
YLR390W-A_sn736	YLR390W-A	CCW14	ccw14
YBR067C_sn737	YBR067C	TIP1	tip1
YGR032W_sn738	YGR032W	GSC2	gsc2
YLR342W_sn739	YLR342W	FKS1	fks1
YLR433C_sn740	YLR433C	CNA1	cna1
YKL190W_sn741	YKL190W	CNB1	cnb1
YLR300W_sn742	YLR300W	EXG1	exg1
YHR143W_sn743	YHR143W	DSE2	dse2
YGR143W_sn744	YGR143W	SKN1	skn1
YPR159W_sn745	YPR159W	KRE6	kre6
YNL090W_sn746	YNL090W	RHO2	rho2
YHR102W_sn747	YHR102W	KIC1	kic1
YPL053C_sn748	YPL053C	KTR6	ktr6
YNL029C_sn749	YNL029C	KTR5	ktr5
YIL085C_sn750	YIL085C	KTR7	ktr7
YBR205W_sn751	YBR205W	KTR3	ktr3
YHR030C_sn752	YHR030C	SLT2	slt2
YCR017C_sn753	YCR017C	CWH43	cwh43
YLR110C_sn754	YLR110C	CCW12	ccw12
YOL109W_sn755	YOL109W	ZEO1	zeo1
YGR229C_sn756	YGR229C	SMI1	smi1
YDR420W_sn757	YDR420W	HKR1	hkr1
YCL048W_sn758	YCL048W	SPS22	sps22
YGL178W_sn759	YGL178W	MPT5	mpt5
YNL243W_sn760	YNL243W	SLA2	sla2
YBL007C_sn761	YBL007C	SLA1	sla1
YDL047W_sn762	YDL047W	SIT4	sit4
YLR425W_sn763	YLR425W	TUS1	tus1
YLR371W_sn764	YLR371W	ROM2	rom2
YGR070W_sn765	YGR070W	ROM1	rom1
YER155C_sn766	YER155C	BEM2	bem2
YKL096W-A_sn767	YKL096W-A	CWP2	cwp2
YKL164C_sn768	YKL164C	PIR1	pir1
YGR059W_sn769	YGR059W	SPR3	spr3
YDR218C_sn770	YDR218C	SPR28	spr28
YJR137C_sn771	YJR137C	MET5	met5
YCL051W_sn772	YCL051W	LRE1	lre1
YNL283C_sn773	YNL283C	WSC2	wsc2
YHL028W_sn774	YHL028W	WSC4	wsc4
YLR332W_sn775	YLR332W	MID2	mid2
YOL105C_sn776	YOL105C	WSC3	wsc3
YOR008C_sn777	YOR008C	SLG1	slg1
YMR212C_sn778	YMR212C	EFR3	efr3
YDL223C_sn779	YDL223C	HBT1	hbt1
YNL325C_sn780	YNL325C	FIG4	fig4
YCR089W_sn781	YCR089W	FIG2	fig2
YBR040W_sn782	YBR040W	FIG1	fig1
YNR032C-A_sn783	YNR032C-A	HUB1	hub1
YAR014C_sn784	YAR014C	BUD14	bud14
YHR158C_sn785	YHR158C	KEL1	kel1
YNL233W_sn786	YNL233W	BNI4	bni4
YMR022W_sn787	YMR022W	UBC7	ubc7
YGR279C_sn788	YGR279C	SCW4	scw4
YMR305C_sn789	YMR305C	SCW10	scw10
YGR238C_sn790	YGR238C	KEL2	kel2
YBR129C_sn791	YBR129C	OPY1	opy1
YJL108C_sn792	YJL108C	PRM10	prm10
YIL037C_sn793	YIL037C	PRM2	prm2
YPL156C_sn794	YPL156C	PRM4	prm4
YIL117C_sn795	YIL117C	PRM5	prm5
YML047C_sn796	YML047C	PRM6	prm6
YDL039C_sn797	YDL039C	PRM7	prm7
YJL170C_sn798	YJL170C	ASG7	asg7
YCL027W_sn799	YCL027W	FUS1	fus1
YKL032C_sn800	YKL032C	IXR1	ixr1
YOR067C_sn801	YOR067C	ALG8	alg8
YMR015C_sn802	YMR015C	ERG5	erg5
YLR056W_sn803	YLR056W	ERG3	erg3
YMR202W_sn804	YMR202W	ERG2	erg2
YNL280C_sn805	YNL280C	ERG24	erg24
YGL012W_sn806	YGL012W	ERG4	erg4
YML075C_sn807	YML075C	HMG1	hmg1
YLR450W_sn808	YLR450W	HMG2	hmg2
YER044C_sn809	YER044C	ERG28	erg28
YML008C_sn810	YML008C	ERG6	erg6
YOR188W_sn811	YOR188W	MSB1	msb1
YPL161C_sn812	YPL161C	BEM4	bem4
YML109W_sn813	YML109W	ZDS2	zds2
YGR014W_sn814	YGR014W	MSB2	msb2
YBL085W_sn815	YBL085W	BOI1	boi1
YER114C_sn816	YER114C	BOI2	boi2
YBR200W_sn817	YBR200W	BEM1	bem1
YCR088W_sn818	YCR088W	ABP1	abp1
YMR273C_sn819	YMR273C	ZDS1	zds1
YPL115C_sn820	YPL115C	BEM3	bem3
YHR061C_sn821	YHR061C	GIC1	gic1
YDR309C_sn822	YDR309C	GIC2	gic2
YDL225W_sn823	YDL225W	SHS1	shs1
YAR050W_sn824	YAR050W	FLO1	flo1
YKR102W_sn825	YKR102W	FLO10	flo10
YHR211W_sn826	YHR211W	FLO5	flo5
YAL063C_sn827	YAL063C	FLO9	flo9
YLR299W_sn828	YLR299W	ECM38	ecm38
YPL180W_sn829	YPL180W	TCO89	tco89
YJL062W_sn830	YJL062W	LAS21	las21
YOR107W_sn831	YOR107W	RGS2	rgs2
YKL130C_sn832	YKL130C	SHE2	she2
YOR231W_sn929	YOR231W	MKK1	mkk1
YDL159W_sn930	YDL159W	STE7	ste7
YPL140C_sn931	YPL140C	MKK2	mkk2
YCR073C_sn932	YCR073C	SSK22	ssk22
YLR362W_sn933	YLR362W	STE11	ste11
YNR031C_sn934	YNR031C	SSK2	ssk2
YJL095W_sn935	YJL095W	BCK1	bck1
YFL034C-B_sn936	YFL034C-B	MOB2	mob2
YNL298W_sn937	YNL298W	CLA4	cla4
YNL020C_sn938	YNL020C	ARK1	ark1
YOL113W_sn939	YOL113W	SKM1	skm1
YGR262C_sn940	YGR262C	BUD32	bud32
YDR523C_sn941	YDR523C	SPS1	sps1
YHL007C_sn942	YHL007C	STE20	ste20
YJL164C_sn943	YJL164C	TPK1	tpk1
YPL203W_sn944	YPL203W	TPK2	tpk2
YKL166C_sn945	YKL166C	TPK3	tpk3
YAL016W_sn946	YAL016W	TPD3	tpd3
YIL015W_sn947	YIL015W	BAR1	bar1
YOR003W_sn948	YOR003W	YSP3	ysp3
YHL030W_sn949	YHL030W	ECM29	ecm29
YHR184W_sn950	YHR184W	SSP1	ssp1
YDL239C_sn951	YDL239C	ADY3	ady3
YOR124C_sn952	YOR124C	UBP2	ubp2
YER151C_sn953	YER151C	UBP3	ubp3
YKL117W_sn954	YKL117W	SBA1	sba1
YPL106C_sn955	YPL106C	SSE1	sse1
YMR214W_sn956	YMR214W	SCJ1	scj1
YML111W_sn957	YML111W	BUL2	bul2
YJR036C_sn958	YJR036C	HUL4	hul4
YGL141W_sn959	YGL141W	HUL5	hul5
YGL203C_sn960	YGL203C	KEX1	kex1
YLR389C_sn961	YLR389C	STE23	ste23
YDR251W_sn962	YDR251W	PAM1	pam1
YIL049W_sn963	YIL049W	DFG10	dfg10
YPL021W_sn964	YPL021W	ECM23	ecm23
YOR032C_sn965	YOR032C	HMS1	hms1
YMR016C_sn966	YMR016C	SOK2	sok2
YDL024C_sn967	YDL024C	DIA3	dia3
YDL035C_sn968	YDL035C	GPR1	gpr1
YMR238W_sn969	YMR238W	DFG5	dfg5
YLR353W_sn970	YLR353W	BUD8	bud8
YMR316W_sn971	YMR316W	DIA1	dia1
YIR019C_sn972	YIR019C	FLO11	flo11
YER118C_sn973	YER118C	SHO1	sho1
YPL268W_sn974	YPL268W	PLC1	plc1
YJR153W_sn975	YJR153W	PGU1	pgu1
YCR038C_sn976	YCR038C	BUD5	bud5
YER109C_sn977	YER109C	FLO8	flo8
YMR164C_sn978	YMR164C	MSS11	mss11
YBR083W_sn979	YBR083W	TEC1	tec1
YHR084W_sn980	YHR084W	STE12	ste12
YOL081W_sn981	YOL081W	IRA2	ira2
YLL016W_sn982	YLL016W	SDC25	sdc25
YNL138W_sn983	YNL138W	SRV2	srv2
YMR172W_sn984	YMR172W	HOT1	hot1
YCL067C_sn985	YCL067C	HMLALPHA2	hmlalpha2
YDR496C_sn986	YDR496C	PUF6	puf6
YCR097W_sn987	YCR097W	HMRA1	hmra1
