Q0055_sn3865
Q0060_sn3032
Q0065_sn3866
Q0075_sn3693
Q0110_sn3864
Q0115_sn3822
Q0120_sn3823
Q0255_sn3699
YAL003W_damp175
YAL003W_tsq1226
YAL003W_tsq989
YAL005C_sn348
YAL016W_sn946
YAL032C_tsa1275
YAL032C_tsa1276
YAL032C_tsa1277
YAL032C_tsa1278
YAL032C_tsa1279
YAL033W_damp177
YAL033W_tsa1280
YAL033W_tsa1281
YAL033W_tsa1282
YAL033W_tsa1283
YAL033W_tsa1284
YAL033W_tsa1285
YAL034W-A_tsq235
YAL038W_damp178
YAL041W_tsq149
YAL041W_tsq304
YAL041W_tsq45
YAL064W-B_sn3090
YAR003W_damp3166
YAR007C_damp181
YAR007C_tsq273
YAR007C_tsq2757
YAR008W_damp182
YAR008W_tsa1286
YAR015W_sn4443
YAR019C_tsq821
YAR019C_tsq882
YAR064W_sn3094
YBL016W_dma120
YBL016W_sn926
YBL017C_damp3520
YBL017C_sn419
YBL020W_tsa1287
YBL020W_tsa1288
YBL020W_tsa1289
YBL020W_tsa1290
YBL020W_tsa1291
YBL020W_tsa1292
YBL020W_tsa1293
YBL020W_tsa1294
YBL020W_tsa1295
YBL020W_tsa1296
YBL020W_tsa1297
YBL020W_tsa1298
YBL020W_tsa1299
YBL020W_tsa1300
YBL020W_tsa1301
YBL020W_tsa1302
YBL020W_tsa1303
YBL020W_tsa1304
YBL020W_tsa1305
YBL020W_tsa1306
YBL020W_tsa1307
YBL020W_tsa1308
YBL020W_tsa1309
YBL020W_tsa1310
YBL020W_tsa1311
YBL020W_tsa1312
YBL020W_tsa1313
YBL020W_tsa1314
YBL025W_dma115
YBL027W_sn3950
YBL033C_sn2984
YBL034C_damp190
YBL036C_sn4256
YBL038W_sn4086
YBL045C_sn2458
YBL054W_sn1714
YBL092W_tsa1315
YBL093C_sn2095
YBL093C_tsq1017
YBL099W_sn2422
YBL103C_dma5245
YBR002C_tsa1316
YBR002C_tsa1317
YBR002C_tsa1318
YBR002C_tsa1319
YBR002C_tsa1320
YBR002C_tsa1321
YBR002C_tsa1322
YBR002C_tsa1323
YBR011C_damp203
YBR013C_sn3102
YBR020W_dma5243
YBR038W_tsa1324
YBR038W_tsa1325
YBR038W_tsa1326
YBR038W_tsa1327
YBR038W_tsa1328
YBR038W_tsa1329
YBR049C_tsa1107
YBR055C_tsq367
YBR058C-A_tsq571
YBR060C_damp207
YBR061C_dma5242
YBR080C_damp210
YBR081C_sn1955
YBR082C_dma5240
YBR088C_tsq1471
YBR088C_tsq1473
YBR088C_tsq1475
YBR088C_tsq1478
YBR088C_tsq1481
YBR088C_tsq1488
YBR089C-A_dma263
YBR091C_damp214
YBR091C_tsa1330
YBR093C_dma261
YBR095C_dma5237
YBR101C_dma255
YBR106W_sn2314
YBR109C_tsq155
YBR110W_tsq177
YBR113W_dma270
YBR115C_dma268
YBR115C_dma5255
YBR115C_sn4368
YBR121C_dma265
YBR122C_dma300
YBR124W_damp220
YBR127C_sn476
YBR135W_tsq332
YBR135W_tsq915
YBR136W_tsq1491
YBR136W_tsq1660
YBR136W_tsq1661
YBR136W_tsq1681
YBR136W_tsq1682
YBR136W_tsq1683
YBR136W_tsq1684
YBR136W_tsq1685
YBR136W_tsq1686
YBR136W_tsq1687
YBR136W_tsq1688
YBR136W_tsq1689
YBR136W_tsq1690
YBR136W_tsq1691
YBR136W_tsq1692
YBR136W_tsq1693
YBR136W_tsq1694
YBR136W_tsq1695
YBR136W_tsq1696
YBR136W_tsq1697
YBR136W_tsq1698
YBR136W_tsq1699
YBR136W_tsq1700
YBR136W_tsq1701
YBR136W_tsq1702
YBR136W_tsq1703
YBR136W_tsq1704
YBR136W_tsq1705
YBR136W_tsq1706
YBR136W_tsq1707
YBR136W_tsq1708
YBR136W_tsq1709
YBR136W_tsq1710
YBR136W_tsq1711
YBR136W_tsq1712
YBR136W_tsq1713
YBR136W_tsq1714
YBR136W_tsq1715
YBR136W_tsq1716
YBR136W_tsq1717
YBR136W_tsq1718
YBR136W_tsq1719
YBR136W_tsq2502
YBR136W_tsq2503
YBR136W_tsq2504
YBR136W_tsq2505
YBR136W_tsq2506
YBR136W_tsq2507
YBR136W_tsq2508
YBR136W_tsq2509
YBR136W_tsq2510
YBR136W_tsq2511
YBR136W_tsq2512
YBR136W_tsq2513
YBR136W_tsq2514
YBR136W_tsq2515
YBR136W_tsq2516
YBR136W_tsq2517
YBR136W_tsq2518
YBR136W_tsq2519
YBR136W_tsq2520
YBR136W_tsq2521
YBR136W_tsq2522
YBR136W_tsq2523
YBR136W_tsq2524
YBR136W_tsq2525
YBR136W_tsq2526
YBR136W_tsq2527
YBR136W_tsq2528
YBR136W_tsq2529
YBR136W_tsq2530
YBR136W_tsq2531
YBR136W_tsq2532
YBR136W_tsq2533
YBR136W_tsq2534
YBR136W_tsq2535
YBR136W_tsq2536
YBR136W_tsq2537
YBR136W_tsq2538
YBR136W_tsq2539
YBR136W_tsq2540
YBR136W_tsq2541
YBR136W_tsq2542
YBR136W_tsq2543
YBR136W_tsq2544
YBR136W_tsq2545
YBR136W_tsq2546
YBR140C_tsa1331
YBR140C_tsa1332
YBR140C_tsa1333
YBR143C_tsq936
YBR144C_dma310
YBR154C_damp227
YBR154C_tsq825
YBR155W_tsa1334
YBR155W_tsa1335
YBR155W_tsa1336
YBR155W_tsa1337
YBR155W_tsq1274
YBR155W_tsq567
YBR156C_dma302
YBR159W_dma322
YBR159W_sn2814
YBR160W_tsq1537
YBR160W_tsq1570
YBR160W_tsq1584
YBR160W_tsq1589
YBR160W_tsq1593
YBR160W_tsq1611
YBR160W_tsq174
YBR160W_tsq2487
YBR160W_tsq2489
YBR160W_tsq2490
YBR165W_dma5253
YBR166C_dma316
YBR170C_sn221
YBR174C_dma333
YBR175W_dma332
YBR190W_tsa1338
YBR190W_tsa1339
YBR190W_tsa1340
YBR190W_tsa1341
YBR190W_tsa1342
YBR190W_tsa1343
YBR202W_tsq125
YBR204C_sn2791
YBR209W_dma352
YBR231C_sn1769
YBR233W-A_sn1449
YBR243C_tsa1344
YBR248C_dma411
YBR248C_sn4353
YBR251W_damp1362
YBR252W_tsa1345
YBR252W_tsa1346
YBR252W_tsa1347
YBR252W_tsa1348
YBR252W_tsa1349
YBR252W_tsa1350
YBR252W_tsa1351
YBR253W_tsq1297
YBR254C_damp243
YBR256C_tsa1352
YBR256C_tsa1353
YBR256C_tsa1354
YBR256C_tsa1355
YBR256C_tsa1356
YBR256C_tsa1357
YBR256C_tsa1358
YBR256C_tsa1359
YBR256C_tsa1360
YBR256C_tsq2559
YBR268W_damp1214
YCL004W_tsa1361
YCL004W_tsa1362
YCL004W_tsa1363
YCL004W_tsa1364
YCL004W_tsa1365
YCL004W_tsq2560
YCL010C_sn1814
YCL017C_tsa1366
YCL017C_tsa1367
YCL017C_tsa1368
YCL017C_tsa1369
YCL017C_tsa1370
YCL017C_tsa1371
YCL017C_tsa1372
YCL018W_damp3185
YCL018W_sn4362
YCL021W-A_sn4651
YCL030C_dma499
YCL030C_sn4352
YCL031C_tsa1373
YCL031C_tsa1374
YCL031C_tsa1375
YCL031C_tsa1376
YCL031C_tsa1377
YCL031C_tsa1378
YCL031C_tsa1379
YCL031C_tsa1380
YCL031C_tsa1381
YCL031C_tsa1382
YCL031C_tsa1383
YCL031C_tsa1384
YCL031C_tsa1385
YCL031C_tsa1386
YCL031C_tsa1387
YCL031C_tsa1388
YCL031C_tsa1389
YCL037C_sn3939
YCL038C_damp3521
YCL041C_damp249
YCL043C_tsa1390
YCL043C_tsa1391
YCL043C_tsa1392
YCL043C_tsa1393
YCL043C_tsa1394
YCL043C_tsa1395
YCL043C_tsa1396
YCL043C_tsa1397
YCL043C_tsa1398
YCL043C_tsa1399
YCL043C_tsa1400
YCL043C_tsa1401
YCL054W_tsa1402
YCL054W_tsa1403
YCL054W_tsa1404
YCL054W_tsa1405
YCL054W_tsa1406
YCL054W_tsa1407
YCL054W_tsa1408
YCL054W_tsa1409
YCL054W_tsa1410
YCL054W_tsa1411
YCL054W_tsa1412
YCL054W_tsa1413
YCL054W_tsa1414
YCL054W_tsa1415
YCL054W_tsa1416
YCL059C_tsq325
YCR002C_damp1469
YCR002C_sn1181
YCR002C_tsq82
YCR002C_tsq891
YCR012W_tsa1417
YCR012W_tsa1418
YCR012W_tsa1419
YCR012W_tsa1420
YCR012W_tsa1421
YCR012W_tsa1422
YCR012W_tsa1423
YCR012W_tsa1424
YCR012W_tsa1425
YCR012W_tsa1426
YCR012W_tsq2870
YCR028C-A_damp3190
YCR040W_damp3191
YCR040W_sn4656
YCR042C_sn2108
YCR042C_tsq1178
YCR042C_tsq2759
YCR042C_tsq802
YCR047C_sn681
YCR053W_damp3193
YCR069W_sn123
YCR072C_tsa1427
YCR072C_tsa1428
YCR072C_tsa1429
YCR072C_tsq2565
YCR081W_damp1254
YCR081W_dma597
YCR081W_sn1877
YCR096C_sn621
YCR108C_sn4658
YDL002C_sn1768
YDL004W_tsa1430
YDL004W_tsa1431
YDL004W_tsa1432
YDL004W_tsa1433
YDL004W_tsa1434
YDL004W_tsa1435
YDL007W_tsq926
YDL008W_tsq1159
YDL008W_tsq1167
YDL008W_tsq2760
YDL008W_tsq2761
YDL008W_tsq719
YDL008W_tsq783
YDL014W_damp266
YDL014W_tsq128
YDL014W_tsq803
YDL016C_damp268
YDL017W_damp269
YDL022W_damp1278
YDL028C_tsq170
YDL029W_damp271
YDL030W_tsq361
YDL034W_dma629
YDL040C_dma646
YDL041W_damp3197
YDL041W_dma645
YDL042C_dma639
YDL042C_sn1210
YDL043C_tsq369
YDL045C_tsq2832
YDL046W_dma644
YDL046W_sn136
YDL047W_damp1164
YDL047W_sn762
YDL055C_tsa1436
YDL055C_tsa1437
YDL055C_tsa1438
YDL055C_tsq1733
YDL055C_tsq2547
YDL060W_tsq1735
YDL064W_tsq1112
YDL064W_tsq2762
YDL072C_sn82
YDL074C_dma5250
YDL075W_damp1352
YDL075W_sn3965
YDL081C_sn4202
YDL084W_damp11
YDL086W_damp1465
YDL087C_tsq711
YDL090C_dma674
YDL090C_tsq327
YDL092W_damp280
YDL092W_tsa1439
YDL107W_damp1430
YDL108W_tsq109
YDL120W_tsa1440
YDL120W_tsa1441
YDL120W_tsq2569
YDL126C_tsq179
YDL126C_tsq826
YDL126C_tsq851
YDL131W_sn4367
YDL132W_tsa975
YDL132W_tsq977
YDL133C-A_dma711
YDL139C_tsa1442
YDL139C_tsa1443
YDL139C_tsa1444
YDL139C_tsa1445
YDL139C_tsa1446
YDL139C_tsa1447
YDL139C_tsa1448
YDL139C_tsa1449
YDL139C_tsa1450
YDL139C_tsa1451
YDL139C_tsa1452
YDL141W_tsq1739
YDL145C_damp293
YDL147W_tsq1038
YDL154W_sn1415
YDL159W_dma744
YDL159W_sn930
YDL160C_dma743
YDL160C_sn1806
YDL164C_tsa1453
YDL164C_tsa1454
YDL164C_tsa1455
YDL164C_tsa1456
YDL164C_tsa1457
YDL164C_tsa1458
YDL164C_tsa1459
YDL164C_tsq1063
YDL173W_sn3435
YDL185W_dma791
YDL205C_tsa1460
YDL205C_tsa1461
YDL205C_tsa1462
YDL205C_tsa1463
YDL205C_tsa1464
YDL205C_tsa1465
YDL205C_tsq2548
YDL205C_tsq2753
YDL209C_tsq1054
YDL212W_tsa1466
YDL212W_tsa1467
YDL212W_tsa1468
YDL212W_tsq2572
YDL212W_tsq2941
