Q0055_sn3865
YDL217C_tsq1156
YDL217C_tsq714
YDL227C_sn851
YDL235C_damp314
YDL235C_tsa1469
YDL235C_tsa1470
YDL235C_tsa1471
YDL235C_tsa1472
YDL235C_tsa1473
YDL235C_tsa1474
YDL235C_tsa1475
YDL235C_tsa1476
YDL235C_tsa1477
YDL235C_tsq3019
YDL247W_sn2344
YDR008C_dma834
YDR013W_damp316
YDR016C_damp14
YDR016C_tsq2912
YDR016C_tsq2913
YDR016C_tsq2917
YDR017C_sn1017
YDR021W_tsq728
YDR023W_damp318
YDR023W_tsq1745
YDR028C_sn1490
YDR034C_dma5225
YDR034C_sn4371
YDR039C_sn2319
YDR041W_tsa1478
YDR041W_tsa1479
YDR041W_tsa1480
YDR047W_tsa1481
YDR047W_tsa1482
YDR047W_tsa1483
YDR047W_tsa1484
YDR047W_tsa1485
YDR047W_tsa1486
YDR047W_tsa1487
YDR047W_tsa1488
YDR047W_tsa1489
YDR047W_tsa1490
YDR050C_damp15
YDR053W_damp325
YDR054C_tsq95
YDR060W_tsq250
YDR062W_tsq1129
YDR062W_tsq1130
YDR062W_tsq2768
YDR062W_tsq575
YDR062W_tsq585
YDR062W_tsq586
YDR062W_tsq587
YDR086C_damp332
YDR091C_tsq1383
YDR103W_dma907
YDR103W_sn1033
YDR118W_tsq1317
YDR123C_damp1380
YDR138W_sn1850
YDR145W_tsq517
YDR145W_tsq806
YDR159W_damp3218
YDR160W_tsa1491
YDR160W_tsa1492
YDR160W_tsa1493
YDR164C_damp339
YDR167W_tsa1494
YDR167W_tsa1495
YDR167W_tsa1496
YDR167W_tsa1497
YDR167W_tsa1498
YDR167W_tsq960
YDR173C_dma953
YDR173C_sn4269
YDR177W_tsa1499
YDR177W_tsa1500
YDR182W_tsq34
YDR182W_tsq807
YDR188W_tsq1018
YDR196C_tsq893
YDR208W_tsq906
YDR211W_damp355
YDR211W_tsq2491
YDR212W_damp356
YDR224C_tsa1501
YDR227W_dma987
YDR227W_sn1322
YDR228C_tsq1242
YDR228C_tsq679
YDR228C_tsq680
YDR228C_tsq808
YDR234W_dma1007
YDR234W_sn4365
YDR238C_damp362
YDR267C_damp366
YDR267C_tsa1502
YDR267C_tsa1503
YDR267C_tsa1504
YDR267C_tsa1505
YDR267C_tsa1506
YDR267C_tsa1507
YDR267C_tsa1508
YDR292C_tsq733
YDR295C_damp1313
YDR302W_tsq2837
YDR308C_tsa1509
YDR308C_tsa1510
YDR308C_tsa1511
YDR308C_tsa1512
YDR308C_tsa1513
YDR308C_tsa1514
YDR308C_tsa1515
YDR311W_tsq1154
YDR311W_tsq2770
YDR311W_tsq701
YDR311W_tsq715
YDR321W_sn4281
YDR324C_tsq1773
YDR324C_tsq1777
YDR328C_tsa1516
YDR328C_tsa1517
YDR328C_tsa1518
YDR328C_tsa1519
YDR328C_tsa1520
YDR328C_tsa1521
YDR328C_tsa1522
YDR328C_tsa1523
YDR328C_tsa1524
YDR328C_tsa1525
YDR328C_tsq809
YDR342C_sn2300
YDR353W_tsa1526
YDR353W_tsa1527
YDR353W_tsa1528
YDR353W_tsa1529
YDR353W_tsa1530
YDR353W_tsa1531
YDR353W_tsa1532
YDR353W_tsa1533
YDR353W_tsa1534
YDR355C_damp381
YDR356W_tsq276
YDR356W_tsq2772
YDR356W_tsq301
YDR359C_sn1758
YDR364C_tsq18
YDR365C_tsq1790
YDR365C_tsq1793
YDR367W_tsa1535
YDR367W_tsa1536
YDR367W_tsa1537
YDR367W_tsa1538
YDR372C_sn387
YDR377W_damp1399
YDR377W_sn2417
YDR381W_tsa1539
YDR381W_tsa1540
YDR381W_tsa1541
YDR381W_tsa1542
YDR381W_tsa1543
YDR381W_tsa1544
YDR381W_tsa1545
YDR381W_tsa1546
YDR381W_tsa1547
YDR381W_tsa1548
YDR381W_tsa1549
YDR381W_tsa1550
YDR381W_tsa1551
YDR381W_tsq2721
YDR390C_tsa1552
YDR390C_tsa1553
YDR390C_tsa1554
YDR390C_tsa1555
YDR390C_tsa1556
YDR390C_tsa1557
YDR390C_tsa1558
YDR390C_tsa1559
YDR390C_tsa1560
YDR394W_damp21
YDR397C_tsa1561
YDR397C_tsa1562
YDR397C_tsa1563
YDR397C_tsa1564
YDR397C_tsa1565
YDR397C_tsa1566
YDR397C_tsa1567
YDR397C_tsa1568
YDR397C_tsa1569
YDR404C_tsq2857
YDR407C_tsq1802
YDR410C_dma1137
YDR410C_sn296
YDR412W_tsa1570
YDR412W_tsa1571
YDR412W_tsa1572
YDR412W_tsa1573
YDR412W_tsa1574
YDR412W_tsa1575
YDR412W_tsa1576
YDR412W_tsa1577
YDR412W_tsa1578
YDR412W_tsa1579
YDR413C_damp397
YDR427W_tsa1580
YDR427W_tsa1581
YDR427W_tsa1582
YDR427W_tsa1583
YDR429C_tsq1805
YDR437W_tsq1014
YDR437W_tsq1016
YDR437W_tsq1230
YDR443C_damp1178
YDR457W_damp1398
YDR460W_tsq954
YDR461W_sn1035
YDR463W_sn1941
YDR464W_tsa1584
YDR464W_tsa1585
YDR464W_tsa1586
YDR464W_tsa1587
YDR464W_tsa1588
YDR464W_tsa1589
YDR464W_tsa1590
YDR464W_tsa1591
YDR464W_tsa1592
YDR464W_tsa1593
YDR464W_tsq2739
YDR468C_tsa1594
YDR468C_tsa1595
YDR468C_tsa1596
YDR468C_tsa1597
YDR468C_tsa1598
YDR468C_tsa1599
YDR468C_tsa1600
YDR468C_tsa1601
YDR468C_tsa1602
YDR468C_tsa1603
YDR468C_tsa1604
YDR468C_tsa1605
YDR468C_tsa1606
YDR468C_tsa1607
YDR483W_dma1209
YDR483W_dma5261
YDR487C_tsa1608
YDR487C_tsa1609
YDR487C_tsa1610
YDR498C_tsq58
YDR510W_tsq1059
YDR510W_tsq1060
YDR510W_tsq931
YEL019C_damp22
YEL020W-A_sn2275
YEL021W_damp3242
YEL021W_sn4449
YEL022W_sn215
YEL026W_damp420
YEL026W_tsq1182
YEL026W_tsq810
YEL032W_tsq112
YEL035C_tsq1813
YEL036C_damp1447
YEL044W_damp1489
YEL044W_sn1825
YEL055C_damp24
YEL055C_tsq594
YEL056W_sn1793
YEL058W_tsa1611
YEL058W_tsa1612
YEL058W_tsq2723
YEL058W_tsq2865
YEL060C_dma1303
YEL061C_dma1302
YEL062W_dma1301
YEL063C_dma1300
YEL063C_sn2296
YEL064C_dma1299
YEL064C_sn4695
YEL065W_dma1298
YEL076C-A_sn4669
YER009W_tsq252
YER012W_damp427
YER012W_tsq289
YER018C_damp26
YER021W_tsa1613
YER021W_tsa1614
YER021W_tsa1615
YER021W_tsa1616
YER021W_tsa1617
YER021W_tsa1618
YER021W_tsa1619
YER021W_tsa1620
YER021W_tsa1621
YER021W_tsa1622
YER021W_tsq2584
YER023W_tsq1311
YER023W_tsq2830
YER026C_sn890
YER029C_sn1899
YER036C_tsa1623
YER036C_tsa1624
YER036C_tsa1625
YER036C_tsa1626
YER036C_tsa1627
YER036C_tsa1628
YER036C_tsa1629
YER036C_tsa1630
YER036C_tsa1631
YER036C_tsa1632
YER036C_tsq1823
YER043C_tsq2892
YER043C_tsq2930
YER048W-A_tsa1633
YER048W-A_tsa1634
YER048W-A_tsa1635
YER048W-A_tsa1636
YER048W-A_tsa1637
YER048W-A_tsa1638
YER055C_dma1347
YER055C_sn4348
YER057C_dma1367
YER060W-A_dma1364
YER068W_sn1995
YER069W_dma1377
YER069W_sn4265
YER069W_tsq1020
YER069W_tsq183
YER069W_tsq21
YER069W_tsq257
YER069W_tsq316
YER069W_tsq453
YER069W_tsq502
YER069W_tsq593
YER069W_tsq753
YER069W_tsq798
YER070W_sn1304
YER074W-A_damp3263
YER074W-A_sn4670
YER083C_damp3264
YER090W_tsq1042
YER090W_tsq134
YER090W_tsq211
YER090W_tsq366
YER090W_tsq554
YER090W_tsq646
YER090W_tsq723
YER090W_tsq863
YER094C_damp435
YER103W_damp1203
YER103W_sn442
YER104W_damp436
YER104W_tsa1639
YER104W_tsa1640
YER104W_tsa1641
YER104W_tsa1642
YER104W_tsa1643
YER104W_tsa1644
YER104W_tsa1645
YER109C_sn977
YER112W_tsa1646
YER112W_tsa1647
YER112W_tsa1648
YER112W_tsq2587
YER126C_tsa1649
YER126C_tsa1650
YER126C_tsa1651
YER126C_tsa1652
YER126C_tsa1653
YER126C_tsa1654
YER126C_tsq3024
YER133W_tsq184
YER133W_tsq185
YER136W_tsq67
YER138W-A_sn4627
YER146W_damp30
YER147C_tsa69
YER147C_tsq72
YER147C_tsq988
YER148W_tsq476
YER148W_tsq812
YER157W_tsq39
YER159C_tsa1655
YER159C_tsa1656
YER159C_tsa1657
YER159C_tsa1658
YER159C_tsa1659
YER159C_tsa1660
YER159C_tsa1661
YER159C_tsa1662
YER159C_tsa1663
YER159C_tsa1664
YER159C_tsa1665
YER159C_tsa1666
YER159C_tsa1667
YER159C_tsa1668
YER165W_tsq1844
YER168C_tsq950
YER172C_tsq1848
YER172C_tsq1869
YFL001W_dma5289
YFL002C_tsa1669
YFL002C_tsa1670
YFL002C_tsa1671
YFL002C_tsa1672
YFL002C_tsa1673
YFL002C_tsa1674
YFL005W_damp448
YFL005W_tsq307
YFL016C_sn2705
YFL017W-A_damp3269
YFL017W-A_sn1900
YFL022C_damp452
YFL024C_tsa1675
YFL024C_tsa1676
YFL024C_tsa1677
YFL024C_tsa1678
YFL024C_tsa1679
YFL024C_tsa1680
YFL024C_tsa1681
YFL024C_tsa1682
YFL024C_tsa1683
YFL024C_tsq2895
YFL024C_tsq2898
YFL024C_tsq2899
YFL024C_tsq2900
YFL024C_tsq2907
YFL024C_tsq2923
YFL026W_dma1499
YFL026W_sn1005
YFL029C_tsq650
YFL034C-A_dma1491
YFL034C-B_sn936
YFL034C-B_tsq1244
YFL034C-B_tsq609
YFL034C-B_tsq610
YFL034C-B_tsq611
YFL034C-B_tsq612
YFL034C-B_tsq616
YFL034C-B_tsq787
YFL034C-B_tsq788
YFL034C-B_tsq813
YFL034C-B_tsq927
YFL034C-B_tsq942
YFL034C-B_tsq943
YFL037W_damp454
YFL037W_tsq254
YFL038C_damp37
YFL039C_tsq1169
YFL039C_tsq1256
YFL039C_tsq137
YFL039C_tsq138
YFL039C_tsq214
YFL039C_tsq215
YFL039C_tsq216
YFL039C_tsq219
YFL039C_tsq220
YFL039C_tsq789
YFL039C_tsq907
YFL039C_tsq912
YFL062W_sn3764
YFL066C_sn3182
YFL067W_sn3183
YFL068W_sn3184
YFR002W_tsa1684
YFR002W_tsa1685
YFR002W_tsa1686
YFR002W_tsa1687
YFR002W_tsa1688
YFR002W_tsa1689
YFR002W_tsa1690
YFR002W_tsq2740
YFR003C_tsa1691
YFR003C_tsa1692
YFR003C_tsa1693
YFR003C_tsa1694
YFR003C_tsa1695
YFR003C_tsa1696
YFR003C_tsa1697
YFR003C_tsa1698
YFR005C_tsq700
YFR010W_damp3274
YFR012W-A_sn4676
YFR025C_dma1568
YFR025C_sn4349
YFR027W_tsq272
YFR028C_tsq146
YFR028C_tsq929
YFR029W_tsa1699
YFR029W_tsa1700
YFR029W_tsq2591
YFR042W_damp463
YFR042W_tsa1701
YFR042W_tsa1702
YFR042W_tsa1703
YFR042W_tsa1704
YFR042W_tsa1705
YFR042W_tsa1706
YFR042W_tsa1707
YFR042W_tsa1708
YFR042W_tsa1709
YFR042W_tsa1710
YGL017W_sn4245
YGL018C_tsa1711
YGL018C_tsa1712
YGL026C_dma1618
YGL026C_sn4486
YGL028C_sn1242
YGL029W_sn4186
YGL030W_damp471
YGL030W_tsa1713
YGL030W_tsa1714
YGL030W_tsa1715
YGL030W_tsa1716
YGL030W_tsa1717
YGL030W_tsa1718
YGL030W_tsa1719
YGL030W_tsa1720
YGL030W_tsa1721
YGL030W_tsq2741
YGL031C_damp3277
YGL038C_sn853
YGL040C_tsa1722
YGL040C_tsa1723
YGL040C_tsa1724
YGL040C_tsa1725
YGL040C_tsa1726
YGL040C_tsa1727
YGL040C_tsa1728
YGL040C_tsa1729
YGL040C_tsa1730
YGL040C_tsa1731
YGL044C_damp42
YGL048C_tsq1088
YGL048C_tsq186
YGL048C_tsq909
YGL063W_dma5195
YGL068W_tsa1732
YGL068W_tsa1733
YGL071W_dma5194
YGL073W_tsq423
YGL075C_tsq443
YGL075C_tsq444
YGL076C_sn3982
YGL089C_sn4701
YGL097W_tsq261
YGL103W_tsa1734
YGL103W_tsa1735
YGL103W_tsa1736
YGL103W_tsa1737
YGL103W_tsa1738
YGL103W_tsa1739
YGL103W_tsa1740
YGL106W_damp3284
YGL106W_sn170
YGL111W_tsq1908
YGL116W_tsq417
YGL116W_tsq890
YGL122C_tsa1741
YGL122C_tsa1742
YGL122C_tsa1743
YGL122C_tsa1744
YGL122C_tsa1745
YGL122C_tsa1746
YGL122C_tsa1747
YGL122C_tsa1748
YGL122C_tsa1749
YGL122C_tsa1750
YGL122C_tsa1751
YGL122C_tsa1752
YGL122C_tsa1753
YGL122C_tsq2751
YGL123W_tsa1754
YGL123W_tsa1755
YGL123W_tsa1756
YGL127C_damp3287
YGL128C_tsa1757
YGL128C_tsa1758
YGL128C_tsa1759
YGL128C_tsa1760
YGL129C_sn4065
YGL130W_damp490
YGL130W_tsq124
YGL130W_tsq86
YGL136C_damp3288
YGL150C_tsa1761
YGL150C_tsa1762
YGL150C_tsa1763
YGL150C_tsa1764
YGL150C_tsa1765
YGL150C_tsa1766
YGL150C_tsa1767
YGL150C_tsa1768
YGL150C_tsa1769
YGL150C_tsa1770
YGL150C_tsa1771
YGL150C_tsa1772
YGL150C_tsa1773
YGL150C_tsa1774
YGL154C_dma1700
YGL154C_sn4372
YGL154C_tsq153
YGL154C_tsq238
YGL154C_tsq359
YGL154C_tsq411
YGL154C_tsq520
YGL154C_tsq651
YGL154C_tsq68
YGL154C_tsq709
YGL154C_tsq815
YGL154C_tsq981
YGL169W_tsa1775
YGL169W_tsa1776
YGL169W_tsa1777
YGL169W_tsq2598
YGL171W_tsq1918
YGL171W_tsq1919
YGL172W_tsa1778
YGL172W_tsa1779
YGL172W_tsa1780
YGL172W_tsa1781
YGL172W_tsa1782
YGL172W_tsa1783
YGL172W_tsq2599
YGL206C_sn526
YGL207W_tsq339
YGL223C_sn267
YGL225W_tsa1784
YGL225W_tsq1924
YGL234W_tsq1056
YGL234W_tsq178
YGL234W_tsq310
YGL234W_tsq42
YGL234W_tsq468
YGL234W_tsq536
YGL234W_tsq579
YGL234W_tsq820
YGL238W_tsq1926
YGL251C_sn1378
YGR002C_tsq898
YGR006W_damp1533
YGR006W_sn1891
YGR009C_damp508
YGR024C_tsa1785
YGR024C_tsa1786
YGR024C_tsa1787
YGR024C_tsa1788
YGR029W_tsa1789
YGR029W_tsa1790
YGR029W_tsa1791
YGR029W_tsa1792
YGR029W_tsq2954
YGR030C_tsa1793
YGR030C_tsa1794
YGR030C_tsa1795
YGR030C_tsa1796
YGR030C_tsa1797
YGR034W_sn4082
YGR048W_damp514
YGR074W_damp518
YGR074W_tsq748
YGR082W_tsa1798
YGR082W_tsa1799
YGR082W_tsa1800
YGR082W_tsa1801
YGR082W_tsa1802
YGR082W_tsa1803
YGR082W_tsa1804
YGR082W_tsa1805
YGR082W_tsa1806
YGR083C_tsq1939
YGR090W_tsa1807
YGR090W_tsa1808
YGR090W_tsa1809
YGR090W_tsa1810
YGR090W_tsa1811
YGR090W_tsa1812
YGR090W_tsa1813
YGR090W_tsa1814
YGR090W_tsa1815
YGR090W_tsa1816
YGR090W_tsa1817
YGR090W_tsa1818
YGR090W_tsa1819
YGR090W_tsa1820
YGR090W_tsa1821
YGR090W_tsa1822
YGR090W_tsa1823
YGR090W_tsq2603
YGR095C_tsa1824
YGR095C_tsa1825
YGR095C_tsa1826
YGR095C_tsa1827
YGR095C_tsa1828
YGR095C_tsa1829
YGR095C_tsa1830
YGR095C_tsq2604
YGR097W_sn2040
YGR098C_tsq1224
YGR098C_tsq980
YGR113W_tsq242
YGR113W_tsq244
YGR113W_tsq245
YGR116W_tsq2778
YGR122W_dma5189
YGR128C_tsa1831
YGR128C_tsa1832
YGR140W_damp532
YGR145W_tsa1833
YGR145W_tsa1834
YGR145W_tsa1835
YGR145W_tsa1836
YGR145W_tsq1948
YGR147C_tsa1837
YGR147C_tsa1838
YGR147C_tsa1839
YGR147C_tsa1840
