YOL092W_dma4375	0.987	0.002
YIL135C_dma2372	0.949	0.003
YBR217W_dma368	0.953	0.003
YCL069W_dma518	0.983	0.003
YLR309C_dma3340	0.985	0.002
YER052C_dma1350	NaN	NaN
YBR202W_tsa125	0.853	0.004
YNL123W_dma4026	0.998	0.003
YDR052C_tsa162	0.833	0.004
YOL141W_dma4410	1.034	0.003
YHR027C_tsa255	0.769	0.005
YGL141W_dma1686	1.016	0.003
YNL056W_dma3983	0.970	0.004
YDL095W_dma693	1.011	0.004
YPL149W_dma4878	1.003	0.002
YML095C_dma3598	0.905	0.003
YDR031W_dma5212	0.993	0.003
YER184C_dma1469	0.962	0.003
YDR164C_tsa36	0.955	0.003
YLR057W_dma3152	0.991	0.003
YER063W_dma1361	NaN	NaN
YGL104C_dma1661	0.946	0.004
YKR011C_dma2918	0.982	0.003
YMR026C_dma3642	0.845	0.003
YDL176W_dma754	NaN	NaN
YBL050W_tsa45	0.878	0.004
YBR043C_dma207	0.957	0.003
YKL191W_dma2901	0.961	0.003
YGL263W_dma1782	1.026	0.002
YDR359C_dma1102	0.292	0.009
YDL156W_dma723	NaN	NaN
YDR158W_dma938	0.896	0.004
YGR206W_dma1960	1.051	0.003
YDR081C_tsa1239	0.214	0.004
YLR386W_dma3411	1.060	0.003
YFL013C_dma5282	0.857	0.003
YGR119C_tsa954	NaN	NaN
YJL104W_tsa499	0.751	0.005
YPR079W_dma5083	0.986	0.003
YBR023C_dma199	0.956	0.004
YOR304W_dma4700	0.984	0.003
YDL059C_dma658	0.998	0.003
YOL090W_dma4377	0.855	0.010
YMR240C_tsa639	1.033	0.003
YIR003W_dma2424	0.986	0.003
YLR059C_dma3150	0.987	0.004
YPR029C_dma5051	1.048	0.003
YHR154W_dma2190	0.909	0.005
YLL029W_dma3059	0.882	0.006
YBR015C_dma183	1.001	0.002
YJL101C_dma2500	0.803	0.004
YFL048C_dma1505	1.058	0.003
YHR077C_dma2131	1.011	0.003
YMR202W_dma3797	0.771	0.005
YPL181W_dma4912	1.134	0.003
YGL195W_dma1722	0.969	0.003
YGR055W_dma5193	0.900	0.008
YOR315W_dma4726	1.000	0.004
YJR059W_dma2647	1.017	0.005
YOL080C_dma4363	0.979	0.004
YDL102W_tsa17	0.714	0.007
YMR039C_dma3653	0.814	0.005
YBL034C_tsa454	0.951	0.004
YCR034W_dma556	0.924	0.006
YNR041C_dma5177	0.839	0.008
YDR139C_dma931	1.057	0.003
YNR051C_dma4271	0.889	0.004
YPL154C_dma4875	1.071	0.004
YGR098C_tsa978	1.002	0.003
YPL145C_dma4880	1.037	0.003
YNL038W_tsa1157	1.077	0.003
YPL071C_dma4815	1.030	0.003
YGL005C_dma1587	0.956	0.003
YER044C-A_dma1336	NaN	NaN
YBR204C_dma357	NaN	NaN
YER151C_dma1447	0.719	0.005
YGL168W_dma1710	0.643	0.007
YFR031C-A_dma1565	0.942	0.004
YNL118C_tsa754	0.598	0.005
YGL086W_dma1666	1.087	0.003
YBL059W_dma139	0.905	0.004
YDR469W_dma1195	0.867	0.004
YBR042C_dma208	1.008	0.004
YGR264C_tsa35	0.698	0.006
YKR003W_dma2923	0.999	0.004
YNR017W_tsa1168	0.747	0.006
YLR131C_dma3228	1.064	0.007
YJL085W_tsa856	0.777	0.007
YMR078C_dma3676	0.759	0.006
YBL021C_dma117	0.852	0.007
YIL103W_dma2345	0.979	0.004
YDL189W_dma787	NaN	NaN
YOR061W_dma4484	0.906	0.005
YDL161W_dma742	NaN	NaN
YDR247W_dma1002	0.986	0.003
YDL197C_dma782	NaN	NaN
YMR247C_dma3860	1.011	0.003
YLR044C_dma3139	1.020	0.005
YJL198W_dma2571	1.041	0.003
YOR326W_tsa269	0.869	0.005
YAR015W_dma65	1.006	0.005
YOR337W_dma4738	0.956	0.004
YGL167C_dma1711	0.533	0.007
YHR012W_dma2078	0.793	0.004
YJL155C_dma2533	1.002	0.003
YPL128C_tsa1199	0.939	0.007
YDR099W_dma893	0.955	0.004
YDL103C_tsa1093	0.755	0.009
YDR466W_dma1197	1.019	0.003
YIL002C_dma2236	0.981	0.003
YDL203C_dma801	NaN	NaN
YBR135W_tsa923	0.584	0.004
YOL101C_dma4370	0.969	0.003
YOL041C_dma4312	0.619	0.004
YBR019C_dma202	1.000	0.003
YNL099C_dma4018	0.940	0.004
YCR083W_dma595	0.976	0.003
YDL077C_dma649	0.677	0.004
YDR538W_dma1240	1.004	0.004
YOR244W_tsa560	0.909	0.004
YGR126W_dma1877	1.000	0.004
YOR103C_tsa1158	0.844	0.004
YGL156W_dma1699	0.955	0.003
YMR243C_dma3819	0.652	0.005
YPR031W_dma5049	0.925	0.004
YIL044C_dma2271	0.900	0.003
YDR107C_dma910	0.942	0.002
YIL097W_dma2350	0.972	0.002
YGL231C_dma1761	0.962	0.003
YBR240C_dma417	1.010	0.003
YOR232W_tsa505	0.789	0.006
YHR124W_dma2169	0.999	0.003
YDR404C_tsa1268	0.516	0.007
YMR156C_dma3748	1.027	0.002
YIR010W_tsa435	0.986	0.002
YBR062C_dma237	0.995	0.002
YGR120C_tsa187	1.006	0.002
YER054C_dma1348	NaN	NaN
YKR007W_dma2921	0.826	0.003
YBR216C_dma369	0.984	0.003
YML019W_dma3517	0.948	0.004
YCR092C_dma609	1.033	0.003
YDR045C_tsa1078	0.856	0.005
YFL011W_dma1486	0.972	0.003
YDR182W_tsa31	0.590	0.005
YOL136C_dma4413	0.953	0.004
YBL102W_dma175	0.916	0.004
YMR148W_dma3754	0.972	0.003
YKL207W_dma2914	0.987	0.002
YGL019W_dma1600	0.903	0.003
YML012W_dma3523	0.990	0.002
YJL081C_tsa618	0.582	0.007
YPL208W_dma4934	1.033	0.002
YDR191W_dma965	0.971	0.003
YMR250W_dma3859	0.981	0.002
YLR098C_dma3182	0.984	0.003
YHR179W_dma2212	1.001	0.002
YGL092W_tsa977	0.973	0.002
YCR068W_dma583	0.934	0.003
YBR142W_tsa1109	0.777	0.004
YJR153W_dma2743	1.024	0.003
YMR070W_dma3680	0.904	0.003
YLR016C_dma3115	0.998	0.002
YJR066W_dma5319	0.947	0.003
YDL048C_dma642	0.976	0.003
YPL015C_dma5229	0.968	0.002
YPR140W_dma5134	0.978	0.003
YBL024W_dma116	0.966	0.003
YPL232W_dma4964	0.932	0.004
YPL167C_dma4900	0.978	0.002
YDR100W_dma892	0.988	0.003
YPL001W_dma4769	0.986	0.002
YOR249C_tsa745	0.857	0.004
YDR513W_dma1235	1.017	0.003
YML023C_tsa1007	0.799	0.003
YLR254C_dma3309	1.040	0.002
YDR004W_dma838	0.859	0.003
YOL135C_tsa740	0.872	0.004
YBR098W_dma258	0.948	0.002
YER042W_dma1337	NaN	NaN
YBR057C_dma218	0.969	0.003
YOR038C_dma4455	0.986	0.002
YKL008C_dma2737	1.023	0.003
YBR236C_tsa357	0.951	0.003
YKL048C_dma2781	0.869	0.004
YHR121W_dma2171	0.984	0.003
YPL079W_dma4835	0.768	0.004
YIR002C_dma2389	0.963	0.003
YPL262W_dma5014	0.719	0.004
YMR074C_dma5316	0.991	0.004
YLL002W_dma3033	0.750	0.003
YAR003W_dma67	0.827	0.002
YOR370C_tsa258	0.994	0.003
YOL093W_dma4374	0.984	0.002
YDR098C_dma894	0.967	0.002
YOL003C_dma4295	1.027	0.003
YAL048C_dma5203	0.887	0.003
YFL010W-A_dma5284	1.007	0.002
YKL148C_dma2862	0.930	0.002
YOR010C_dma4435	1.005	0.002
YLR036C_dma3124	0.991	0.003
YJL011C_tsa1270	0.935	0.002
YOR251C_dma4646	0.961	0.002
YER053C_dma1349	NaN	NaN
YDR145W_tsa806	0.645	0.003
YOR237W_dma4654	1.002	0.002
YLR092W_dma3188	0.991	0.003
YGL020C_dma1599	0.943	0.003
YML108W_dma3608	0.976	0.003
YNL147W_dma5339	0.687	0.005
YIL057C_dma2284	1.023	0.003
YGL031C_dma1615	0.693	0.006
YOR027W_dma4442	0.970	0.003
YGL210W_dma1734	0.948	0.002
YGR281W_dma2006	0.949	0.003
YML081C-A_dma3578	0.760	0.005
YLR185W_dma3263	0.599	0.005
YOR011W_dma4434	1.010	0.003
YIL173W_dma2391	1.025	0.003
YOR269W_dma4659	0.922	0.004
YJL036W_dma2471	0.914	0.002
YGR121C_dma1881	1.010	0.002
YCR032W_dma558	1.013	0.002
YLL055W_dma3087	1.010	0.003
YMR275C_dma3884	0.910	0.003
YDR116C_dma903	0.812	0.006
YJL094C_dma2505	1.021	0.003
YJR141W_tsa1248	0.648	0.003
YOL054W_dma4335	0.958	0.002
YMR005W_tsa942	0.850	0.002
YLR014C_dma3117	0.991	0.003
YCR027C_dma562	1.006	0.003
YLR176C_dma3249	0.923	0.003
YDR383C_dma1110	0.966	0.004
YLR172C_dma3252	0.896	0.003
YMR216C_dma3811	0.848	0.003
YGL257C_dma1765	1.025	0.003
YER164W_dma1461	0.902	0.002
YOR216C_dma4623	0.973	0.003
YJL214W_dma2595	1.009	0.002
YDR225W_dma988	0.912	0.003
YMR312W_dma3902	0.771	0.004
YHR049W_dma2118	0.961	0.003
YDL195W_tsa852	NaN	NaN
YKR068C_tsa1090	0.771	0.004
YBR031W_dma215	0.900	0.003
YER170W_dma1458	1.021	0.003
YMR183C_dma3789	0.902	0.005
YML124C_dma3619	0.989	0.002
YGL094C_dma5295	1.011	0.003
YBL041W_tsa1064	0.894	0.003
YDR530C_dma1247	1.036	0.003
YJR068W_tsa342	0.949	0.003
YJL030W_dma2472	0.985	0.003
YJR045C_tsa328	0.622	0.006
YKL160W_dma2877	0.943	0.003
YBR211C_tsa716	0.972	0.004
YCR098C_dma607	0.967	0.003
YNL037C_dma3972	0.815	0.004
YML009C_dma3526	0.886	0.003
YNR039C_dma4256	0.997	0.002
YLR077W_dma3164	0.996	0.002
YGL148W_dma1682	0.949	0.006
YGR276C_dma5301	1.034	0.003
YBR024W_dma198	0.962	0.003
YAL019W_dma34	0.921	0.002
YDR501W_dma1221	0.968	0.003
YJL098W_dma2503	1.009	0.002
YPR085C_tsa1232	0.721	0.005
YKL205W_dma2893	1.009	0.002
YER069W_dma1377	NaN	NaN
YMR204C_dma3796	0.842	0.003
YER061C_dma1363	NaN	NaN
YMR106C_dma3705	1.022	0.002
YOR017W_dma4451	0.947	0.003
YDR330W_dma1074	0.982	0.003
YMR052W_dma3669	0.954	0.003
YIL007C_dma2256	0.989	0.003
YDL194W_dma783	NaN	NaN
YGR144W_dma1907	0.966	0.003
YDR205W_dma981	0.985	0.003
YBR228W_dma403	1.005	0.003
YOR014W_dma4431	0.765	0.004
YGL247W_tsa1123	0.975	0.003
YPL101W_dma4843	0.818	0.003
YDR216W_dma973	1.016	0.004
YKL206C_dma2915	0.989	0.003
YGR211W_tsa547	0.612	0.005
YNL097C_dma4020	0.970	0.003
YMR223W_dma3807	0.847	0.003
YHR134W_dma2182	0.847	0.004
YJL091C_tsa655	0.957	0.003
YML111W_dma5235	1.019	0.002
YKR053C_dma2984	1.008	0.003
YNL154C_dma4054	0.943	0.003
YBL088C_dma162	1.023	0.003
YPL179W_dma4914	0.927	0.002
YDL017W_tsa880	0.922	0.004
YDR073W_dma888	1.013	0.002
YNL119W_dma4030	0.818	0.004
YOR023C_dma4446	0.973	0.004
YOR308C_dma4696	0.849	0.003
YOR230W_dma4636	0.993	0.003
YGL198W_dma1719	0.987	0.003
YBR176W_dma331	1.006	0.002
YIL043C_dma2272	0.992	0.003
YKR059W_dma2978	0.908	0.002
YDL002C_dma621	0.750	0.004
YIL124W_dma2355	0.979	0.003
YPL144W_dma4881	0.871	0.004
YDR219C_dma993	0.956	0.003
YNR067C_dma4281	1.007	0.003
YGL082W_dma1647	1.030	0.002
YHR129C_dma2165	0.885	0.003
YOR336W_tsa139	0.942	0.002
YOL152W_dma4406	0.986	0.003
YGR004W_dma1779	0.991	0.003
YAL010C_dma18	0.692	0.005
YJL136C_dma2527	0.887	0.003
YDR452W_dma1181	1.006	0.006
YPL010W_tsa689	0.990	0.003
YOR138C_dma4553	0.989	0.003
YDR016C_tsa1077	0.896	0.004
YKL065C_dma2806	0.943	0.003
YMR028W_tsa697	0.832	0.003
YGR113W_tsa244	0.853	0.004
YBR171W_dma335	1.008	0.004
YLR119W_dma3215	0.959	0.004
YJR094W-A_dma2671	0.933	0.003
YOL030W_dma4319	1.014	0.003
YBR291C_dma447	0.927	0.003
YIR008C_tsa340	0.746	0.004
YLR266C_dma3322	0.983	0.003
YDR520C_dma1230	1.017	0.003
YDL130W_dma717	NaN	NaN
YOL020W_dma4302	0.993	0.002
YKR093W_dma3024	0.988	0.003
YJL122W_dma2515	0.993	0.002
YOR236W_tsa884	0.655	0.005
YJL172W_dma2565	1.025	0.003
YOR154W_dma4568	1.061	0.002
YJL168C_dma2546	0.952	0.002
YMR080C_dma3675	0.999	0.004
YGR135W_dma1892	0.846	0.004
YPR003C_dma5025	0.991	0.004
YGL244W_dma1775	0.661	0.004
YGR203W_dma1962	0.966	0.003
YFL049W_dma1504	1.008	0.004
YGR058W_dma1845	0.938	0.003
YDL146W_dma727	NaN	NaN
YKL006W_dma2739	0.649	0.006
YBR273C_dma440	1.017	0.003
YAL054C_dma37	0.976	0.003
YJR005W_dma2611	0.974	0.003
YDR126W_dma917	0.783	0.005
YMR235C_tsa118	0.621	0.006
YLR363C_dma3406	0.993	0.003
YOL111C_dma4384	0.990	0.002
YDL076C_dma650	0.918	0.003
YDR180W_tsa66	0.951	0.003
YLR080W_dma3162	1.024	0.003
YER055C_dma1347	NaN	NaN
YOL038W_tsa1153	0.941	0.003
YKL039W_dma2765	1.032	0.003
YDL168W_dma739	NaN	NaN
YKL175W_dma2889	1.012	0.003
YPL178W_dma4915	0.466	0.005
YHL020C_dma2042	0.859	0.004
YNL116W_dma4032	0.989	0.003
YER088C_dma1385	1.026	0.004
YHL029C_dma2056	0.887	0.010
YML048W_dma3543	0.969	0.004
YDL134C_dma712	NaN	NaN
YDR076W_dma885	0.892	0.004
YDL143W_tsa729	NaN	NaN
YOR334W_dma4739	0.935	0.003
YER106W_dma1397	1.013	0.004
YML017W_dma3519	0.927	0.003
YDR414C_dma1135	0.994	0.003
YLR102C_dma3203	1.019	0.003
YLR333C_dma3383	0.956	0.003
YPL196W_dma4922	1.017	0.003
YDL105W_tsa993	0.855	0.005
YGR148C_dma1905	0.846	0.004
YPR189W_dma5153	0.997	0.003
YLR173W_dma3251	1.072	0.004
YPR043W_dma5043	0.618	0.005
YDL199C_dma781	NaN	NaN
YDR363W-A_dma1099	0.939	0.003
YGL059W_dma1621	0.979	0.003
YLR127C_tsa262	0.981	0.003
YJL112W_dma2519	1.004	0.003
YMR207C_dma3816	0.837	0.004
YHL023C_dma2062	0.852	0.005
YML069W_tsa846	0.635	0.006
YGR118W_dma1882	0.812	0.005
YBR018C_dma203	1.012	0.003
YNL107W_dma4012	0.959	0.004
YGL145W_tsa271	1.000	0.004
YDR391C_dma1126	0.958	0.004
YLR316C_tsa1150	0.544	0.009
YOR167C_dma4583	0.871	0.005
YDR382W_dma1111	0.959	0.004
YML020W_dma3539	1.000	0.003
YFL044C_dma1508	1.026	0.004
YJL050W_tsa431	0.900	0.003
YOR266W_dma4662	0.924	0.004
YOR070C_dma4499	0.895	0.005
YGR217W_dma1975	0.966	0.004
YMR274C_dma3885	0.998	0.004
YLR033W_tsa1145	0.950	0.005
YDL140C_tsa804	NaN	NaN
YPL055C_dma4805	0.871	0.004
YOR174W_tsa738	0.547	0.005
YGL241W_dma1755	0.969	0.003
YHR081W_dma2126	0.490	0.005
YGR202C_dma1963	0.984	0.004
YGL233W_tsa40	0.938	0.004
YOR058C_dma4486	0.906	0.004
YGL142C_tsa1133	0.935	0.004
YDR517W_dma1232	0.969	0.003
YML034W_dma3529	0.932	0.003
YER074W_dma1373	NaN	NaN
YOR085W_dma4524	0.901	0.003
YDR510W_tsa928	0.757	0.005
YOR265W_dma4663	1.006	0.003
YKR042W_dma2959	0.906	0.004
YLR088W_tsa207	0.984	0.005
YML117W_dma3604	0.967	0.004
YLR384C_dma3413	0.781	0.005
YML007W_dma3505	0.975	0.004
YNL138W_tsa800	0.384	0.005
YKL079W_dma2816	0.932	0.004
YKL185W_dma2882	1.005	0.004
YHR079C_dma2129	0.963	0.003
YFL005W_tsa307	0.928	0.003
YJL139C_dma2524	0.992	0.003
YDR279W_dma1021	1.057	0.003
YHR191C_tsa323	0.917	0.002
YLR085C_dma3157	0.991	0.003
YJR032W_dma2618	0.943	0.003
YBL008W_dma90	1.020	0.004
YLR089C_dma3191	0.611	0.007
YHR031C_dma2111	0.949	0.002
YDR186C_dma966	1.047	0.002
YMR290C_tsa1161	0.922	0.004
YDR260C_dma1012	1.068	0.003
YKL212W_dma2911	0.386	0.007
YPL098C_dma4846	0.974	0.005
YKL068W_dma2803	1.025	0.003
YKR092C_dma3002	0.927	0.004
YDR363W_dma1100	0.894	0.003
YPR179C_dma5157	0.749	0.004
YLR401C_dma3444	1.070	0.003
YER153C_dma1445	0.775	0.006
YCR077C_dma599	0.861	0.003
YMR296C_tsa603	0.662	0.005
YPL194W_dma4924	1.054	0.002
YMR268C_tsa402	0.945	0.004
YLR360W_dma3386	0.938	0.002
YKL127W_dma2853	1.048	0.003
YLR342W_dma3377	0.870	0.003
YAR014C_dma66	0.883	0.003
YIL118W_tsa654	1.002	0.002
YPL269W_dma5009	1.073	0.002
YPR070W_dma5068	0.815	0.004
YMR166C_dma3761	0.944	0.003
YOR007C_dma4439	1.112	0.002
YMR230W_dma3826	0.844	0.003
YPR141C_dma5133	0.688	0.005
YDL191W_dma785	NaN	NaN
YBR058C-A_tsa571	0.872	0.004
YJR124C_dma2719	1.015	0.003
YLL004W_tsa351	0.987	0.004
YFL026W_dma1499	NaN	NaN
YDR113C_tsa862	1.007	0.004
YOR115C_dma4546	0.999	0.004
YJL115W_dma2518	0.714	0.003
YHR206W_dma2241	0.972	0.002
YDR123C_dma920	0.586	0.005
YGR134W_dma1893	1.020	0.002
YNL001W_dma4193	0.982	0.002
YLR418C_dma3477	0.930	0.004
YGR287C_dma2037	1.072	0.004
YBL089W_dma161	1.000	0.003
YOR080W_dma4493	0.460	0.005
YLR436C_dma3485	0.971	0.002
YNL031C_dma3953	1.021	0.003
YDR005C_dma837	0.939	0.003
YPL008W_dma4766	0.891	0.009
YJL013C_dma2459	1.054	0.004
YGR085C_dma1855	0.816	0.005
YIL048W_tsa188	0.741	0.005
YDR348C_dma1086	1.009	0.003
YBL047C_dma126	1.006	0.003
YMR229C_tsa1051	0.818	0.004
YBR283C_dma455	0.950	0.003
YKR030W_dma2947	1.072	0.004
YNL006W_tsa466	0.789	0.005
YBR162C_dma320	0.969	0.004
YPR046W_dma5063	1.027	0.003
YJR082C_dma2657	1.036	0.005
YHR086W_dma2147	1.060	0.003
YDR392W_dma1125	0.825	0.004
YDL099W_dma691	1.035	0.002
YMR299C_dma3891	0.902	0.004
YER157W_tsa41	0.749	0.004
YPL017C_dma4786	1.066	0.002
YDR310C_dma1063	0.942	0.003
YDL208W_tsa1176	NaN	NaN
YGL213C_dma1731	0.944	0.002
YGR229C_dma1990	0.841	0.004
YER147C_tsa1259	1.008	0.003
YMR190C_dma3784	0.923	0.005
YOR195W_dma4587	1.081	0.002
YBL052C_dma122	1.026	0.003
YDR082W_tsa599	0.887	0.005
YDL226C_dma810	NaN	NaN
YJL159W_dma2553	1.121	0.003
YPR065W_dma5072	1.083	0.004
YLR190W_dma3259	0.800	0.004
YGL043W_dma1631	0.842	0.004
YDR156W_dma940	0.979	0.004
YIL159W_dma2379	NaN	NaN
YLR026C_tsa198	0.705	0.009
YMR004W_dma3614	0.993	0.002
YIR011C_tsa1105	0.879	0.004
YDR463W_dma1199	0.822	0.004
YHR142W_dma2174	1.061	0.002
YOL006C_dma4293	0.826	0.004
YMR123W_dma3715	0.783	0.005
YBR083W_dma244	1.009	0.003
YDR486C_dma1207	0.965	0.004
YHR204W_dma2242	1.004	0.003
YJR070C_dma2642	0.924	0.003
YER095W_dma1402	0.870	0.003
YNL051W_dma3963	0.994	0.003
