YAL013W_dma16
YAL026C_dma30
YBL025W_dma115
YBL016W_dma120
YBL079W_dma146
YBR061C_dma238
YBR059C_dma239
YBR101C_dma255
YBR093C_dma261
YBR090C-A_dma263
YBR121C_dma265
YBR115C_dma268
YBR113W_dma270
YBR126C_dma298
YBR122C_dma300
YBR156C_dma302
YBR144C_dma310
YBR168W_dma315
YBR166C_dma316
YBR159W_dma322
YBR175W_dma332
YBR174C_dma333
YBR209W_dma352
YBR248C_dma411
YBR267W_dma422
YBR266C_dma423
YCL032W_dma498
YCL030C_dma499
YCR044C_dma575
YCR081W_dma597
YDL034W_dma629
YDL042C_dma639
YDL046W_dma644
YDL041W_dma645
YDL040C_dma646
YDL090C_dma674
YDL081C_dma681
YDL160C_dma743
YDL159W_dma744
YDL185W_dma791
YDL232W_dma805
YDR008C_dma834
YDR048C_dma845
YDR103W_dma907
YDR173C_dma953
YDR161W_dma959
YDR227W_dma987
YDR245W_dma1003
YDR234W_dma1007
YDR320C_dma1077
YDR410C_dma1137
YDR483W_dma1209
YEL033W_dma1296
YEL065W_dma1298
YEL064C_dma1299
YEL063C_dma1300
YEL062W_dma1301
YEL061C_dma1302
YEL060C_dma1303
YER019W_dma1329
YER055C_dma1347
YER060W-A_dma1364
YER057C_dma1367
YER069W_dma1377
YER116C_dma1413
YFL023W_dma1478
YFL018C_dma1482
YFL026W_dma1499
YFR019W_dma1552
YFR025C_dma1568
YGL026C_dma1618
YGL154C_dma1700
YGL219C_dma1748
YGL250W_dma1772
YGR078C_dma1860
YGR125W_dma1878
YGR132C_dma1895
YGR168C_dma1940
YGR163W_dma1943
YGR188C_dma1950
YHL005C_dma2031
YHL003C_dma2032
YGR295C_dma2034
YHL007C_dma2052
YHL031C_dma2054
YHL030W_dma2055
YHR005C_dma2081
YHR018C_dma2096
YHR115C_dma2151
YIL020C_dma2267
YIL038C_dma2277
YIL049W_dma2291
YIL070C_dma2322
YIL116W_dma2360
YIL148W_dma2387
YIR009W_dma2421
YIR044C_dma2440
YIR034C_dma2448
YJL023C_dma2453
YJL088W_dma2486
YJL071W_dma2492
YJL131C_dma2509
YJL157C_dma2555
YJL176C_dma2563
YJL190C_dma2577
YJL207C_dma2601
YJR026W_dma2621
YJR109C_dma2706
YKL073W_dma2798
YKL139W_dma2867
YKR001C_dma2924
YKR101W_dma3016
YLL009C_dma3029
YLR062C_dma3148
YLR193C_dma3256
YLR234W_dma3277
YLR242C_dma3294
YLR235C_dma3299
YLR268W_dma3320
YLR371W_dma3399
YLR370C_dma3400
YLR362W_dma3407
YLR402W_dma3443
YLR426W_dma3471
YLR422W_dma3474
YLR442C_dma3481
YLR435W_dma3486
YML013W_dma3521
YML012C-A_dma3522
YML022W_dma3537
YML038C_dma3547
YML062C_dma3566
YML122C_dma3621
YMR021C_dma3646
YMR038C_dma3654
YMR135W-A_dma3729
YMR205C_dma3795
YNL339C_dma3913
YMR322C_dma3915
YJR109C_dma3978
YNL081C_dma3986
YNL080C_dma3987
YNL079C_dma3988
YNL076W_dma3991
YNL106C_dma4013
YNL117W_dma4031
YNL145W_dma4034
YNL171C_dma4064
YNL218W_dma4103
YNL273W_dma4131
YNL271C_dma4132
YNL270C_dma4133
YNL268W_dma4134
YNL266W_dma4135
YNL265C_dma4136
YNL297C_dma4158
YNL296W_dma4159
YNL334C_dma4197
YNL330C_dma4200
YNR050C_dma4249
YNR072W_dma4278
YOL058W_dma4354
YOL138C_dma4411
YOR001W_dma4421
YOR212W_dma4627
YOR270C_dma4658
YOR303W_dma4699
YOR302W_dma4702
YPL024W_dma4780
YPL125W_dma4870
YPL180W_dma4913
YPR132W_dma5115
YPR123C_dma5122
YJL082W_dma5162
YJL119C_dma5180
YJL092W_dma5184
YGR122W_dma5189
YGL071W_dma5194
YGL063W_dma5195
YNL180C_dma5199
YOR158W_dma5209
YDR034C_dma5225
YBR095C_dma5237
YBR082C_dma5240
YBR061C_dma5242
YBR020W_dma5243
YBL103C_dma5245
YAL024C_dma5246
YDL074C_dma5250
YBR165W_dma5253
YBR115C_dma5255
YDR483W_dma5261
YDR477W_dma5262
YFL001W_dma5289
YGR255C_dma5290
YGL029W_dma5297
YGR272C_dma5303
YIR004W_dma5306
YIL094C_dma5314
YLR455W_dma5318
YJL029C_dma5323
YMR165C_dma5330
YMR119W_dma5331
YOR306C_dma5350
YLR310C_tsa29
YDL164C_tsa33
YER147C_tsa69
YPL266W_tsa96
YPR176C_tsa143
YKL018W_tsa173
YLL031C_tsa196
YLL031C_tsa197
YML064C_tsa225
YJR065C_tsa299
YJL090C_tsa302
YMR277W_tsa426
YGR156W_tsa477
YNL061W_tsa627
YMR197C_tsa635
YEL034W_tsa749
YFL034C-B_tsa787
YGR156W_tsa835
YGL048C_tsa906
YPR103W_tsa915
YDL132W_tsa975
YLR186W_tsa1020
YLR430W_tsa1024
YNL163C_tsa1055
YBR049C_tsa1107
YGR253C_tsa1147
YJR006W_tsa1163
YBL020W_tsa1312
YBR002C_tsa1322
YBR038W_tsa1324
YBR038W_tsa1325
YBR091C_tsa1330
YBR140C_tsa1333
YBR190W_tsa1338
YBR190W_tsa1339
YBR190W_tsa1340
YBR190W_tsa1341
YBR190W_tsa1342
YBR252W_tsa1351
YCL004W_tsa1364
YCL004W_tsa1365
YDL004W_tsa1430
YDL004W_tsa1431
YDL004W_tsa1432
YDL120W_tsa1441
YDL205C_tsa1460
YDL235C_tsa1470
YDL235C_tsa1477
YDR047W_tsa1481
YDR047W_tsa1482
YDR047W_tsa1483
YDR047W_tsa1484
YDR353W_tsa1526
YDR353W_tsa1527
YDR353W_tsa1528
YDR353W_tsa1529
YDR353W_tsa1530
YDR353W_tsa1531
YDR353W_tsa1532
YDR353W_tsa1533
YDR353W_tsa1534
YDR381W_tsa1543
YDR381W_tsa1544
YDR381W_tsa1545
YDR381W_tsa1547
YDR381W_tsa1551
YDR427W_tsa1580
YDR427W_tsa1581
YDR427W_tsa1582
YDR427W_tsa1583
YDR464W_tsa1588
YDR464W_tsa1590
YDR464W_tsa1591
YDR464W_tsa1592
YDR464W_tsa1593
YDR468C_tsa1595
YDR468C_tsa1597
YDR468C_tsa1602
YDR468C_tsa1604
YDR468C_tsa1605
YDR468C_tsa1606
YDR468C_tsa1607
YDR487C_tsa1608
YDR487C_tsa1609
YDR487C_tsa1610
YER021W_tsa1613
YER104W_tsa1639
YER104W_tsa1640
YER104W_tsa1641
YER104W_tsa1642
YER104W_tsa1643
YER104W_tsa1644
YER104W_tsa1645
YER112W_tsa1647
YGL040C_tsa1722
YGL040C_tsa1723
YGL040C_tsa1724
YGL040C_tsa1725
YGL040C_tsa1726
YGL040C_tsa1727
YGL040C_tsa1728
YGL040C_tsa1729
YGL040C_tsa1730
YGL040C_tsa1731
YGL068W_tsa1732
YGL128C_tsa1757
YGL128C_tsa1758
YGL128C_tsa1759
YGL128C_tsa1760
YGL150C_tsa1763
YGL150C_tsa1764
YGL150C_tsa1765
YGL150C_tsa1766
YGL150C_tsa1767
YGL150C_tsa1768
YGL150C_tsa1769
YGL150C_tsa1770
YGL150C_tsa1771
YGL150C_tsa1772
YGL150C_tsa1773
YGL150C_tsa1774
YGL169W_tsa1775
YGL169W_tsa1776
YGL172W_tsa1778
YGR082W_tsa1798
YGR082W_tsa1799
YGR082W_tsa1800
YGR082W_tsa1801
YGR082W_tsa1802
YGR082W_tsa1803
YGR082W_tsa1804
YGR147C_tsa1837
YGR147C_tsa1840
YGR147C_tsa1841
YGR175C_tsa1846
YHL015W_tsa1857
YHL015W_tsa1859
YHR023W_tsa1860
YHR023W_tsa1861
YHR068W_tsa1873
YHR068W_tsa1876
YHR068W_tsa1877
YHR143W-A_tsa1884
YIL019W_tsa1911
YIL051C_tsa1920
YIL051C_tsa1921
YIL051C_tsa1922
YIL051C_tsa1923
YIL051C_tsa1924
YIL051C_tsa1925
YIL063C_tsa1926
YIL063C_tsa1927
YIL063C_tsa1928
YIL078W_tsa1936
YIL078W_tsa1937
YIL078W_tsa1938
YIL078W_tsa1943
YJL012C_tsa1957
YJL012C_tsa1958
YJL012C_tsa1959
YJL012C_tsa1960
YJL156C_tsa1990
YJR013W_tsa2001
YJR013W_tsa2002
YJR013W_tsa2003
YJR013W_tsa2004
YJR013W_tsa2005
YJR013W_tsa2006
YJR013W_tsa2007
YJR013W_tsa2008
YJR013W_tsa2010
YJR013W_tsa2011
YKL012W_tsa2044
YKL012W_tsa2045
YKL141W_tsa2111
YKL141W_tsa2112
YKL141W_tsa2114
YKL192C_tsa2126
YKL192C_tsa2127
YKL192C_tsa2128
YKL192C_tsa2129
YKR004C_tsa2151
YLL018C_tsa2174
YLL018C_tsa2175
YLR359W_tsa2251
YMR047C_tsa2260
YMR047C_tsa2261
YMR047C_tsa2262
YMR047C_tsa2263
YMR047C_tsa2264
YMR047C_tsa2265
YMR047C_tsa2266
YMR047C_tsa2267
YMR047C_tsa2268
YMR047C_tsa2269
YMR047C_tsa2270
YMR047C_tsa2271
YMR047C_tsa2272
YMR047C_tsa2273
YMR047C_tsa2285
YMR113W_tsa2295
YMR113W_tsa2296
YMR277W_tsa2318
YMR277W_tsa2319
YMR277W_tsa2320
YNL026W_tsa2330
YNL103W_tsa2337
YNL103W_tsa2338
YNL103W_tsa2339
YNL103W_tsa2340
YNL137C_tsa2369
YNL152W_tsa2384
YNL152W_tsa2385
YNL152W_tsa2386
YNL152W_tsa2392
YNL306W_tsa2433
YNL306W_tsa2434
YNL306W_tsa2435
YNL310C_tsa2438
YNL310C_tsa2439
YNL310C_tsa2440
YNL310C_tsa2444
YNL310C_tsa2445
YNL310C_tsa2446
YNL310C_tsa2447
YNL313C_tsa2455
YNL313C_tsa2456
