YGR085C	7	1	921900
YOR003W	15	13400	491800
YIL169C	9	1	237700
YPL105C	16	94900	744700
YHR121W	8	1	503100
YOL097C	15	1	516000
YNL122C	14	1	784300
YJR114W	10	480700	745751
YJR141W	10	204900	745751
YGR145W	7	315400	1057800
YLR354C	12	494900	1078177
YGL245W	7	1	369500
YNR020C	14	341900	784300
YGL197W	7	1	485400
YBR258C	2	471400	813184
YHR164C	8	1	562600
YLR301W	12	381800	1077900
YNL146W	14	1	634700
YBL019W	2	1	314600
YLR262C-A	12	462400	914700
YHR142W	8	1	562600
YGR098C	7	238600	1090900
YBR223C	2	308400	813184
YBR190W	2	261500	813184
YJL154C	10	1	451100
YMR247W-A	13	369700	924400
YDR091C	4	316700	1234600
YJL123C	10	1	476900
YLR196W	12	285300	802900
YJL203W	10	1	398900
YAL009W	1	1	230200
YAL065C	1	1	76600
YIL147C	9	1	439888
YBR129C	2	199400	808700
YLR287C-A	12	350500	1078177
YHR119W	8	1	562600
YPR138C	16	644300	948066
YDL215C	4	1	574900
YFR026C	6	1	270161
YDR315C	4	610000	1531900
YDR373W	4	675000	1531900
YBR161W	2	293300	809600
YNL002C	14	1	784300
YGL085W	7	150100	784000
YNL104C	14	1	784300
YML081C-A	13	1	564700
YNL128W	14	1	784300
YHL019C	8	1	562600
YIL118W	9	1	439888
YLR312C	12	418200	1078177
YNL151C	14	1	742700
YPL190C	16	1	655900
YKL191W	11	1	386800
YNR006W	14	360700	784300
YHR006W	8	1	441100
YDR392W	4	862400	1531900
YMR232W	13	443500	876200
YNL083W	14	1	784300
YJL166W	10	1	488800
YAR050W	1	1	230200
YBL018C	2	1	527100
YOR098C	15	126800	895800
YIL026C	9	66500	439888
YOL137W	15	1	169400
YDR530C	4	1245600	1531900
YDR131C	4	370800	1095600
YER111C	5	1	576874
YEL031W	5	1	435000
YOL071W	15	1	501600
YER147C	5	1	576874
YDL063C	4	1	689700
YER144C	5	1	576874
YOL039W	15	1	518600
YOR385W	15	830300	1091291
YGR185C	7	530900	1090900
YER168C	5	1	576874
YPL265W	16	1	376200
YIL083C	9	1	439888
YOR081C	15	147400	789600
YEL026W	5	1	566300
YLL050C	12	1	494800
YDR420W	4	1010400	1531900
YBR290W	2	632300	813184
YDR172W	4	371500	1319000
YNL274C	14	1	321700
YGL227W	7	1	486700
YML113W	13	1	321900
YDR021W	4	1	978700
YGL063W	7	1	643500
YPL212C	16	1	392000
YMR005W	13	1	476900
YLR208W	12	268700	845600
YGR102C	7	484600	1070800
YFR011C	6	600	270161
YOR101W	15	166300	1024600
YGR184C	7	523200	1073000
YGR081C	7	304400	1090900
YLR446W	12	758700	1078177
YPR095C	16	515200	948066
YOR310C	15	584600	1091291
YFR051C	6	1	270161
YHR024C	8	1	421300
YOL131W	15	1	417400
YDR188W	4	589300	1063200
YAL027W	1	1	230200
YGL236C	7	1	355500
YGR129W	7	121200	1090900
YFR004W	6	1	270161
YDR541C	4	1276000	1531900
YMR303C	13	688700	924400
YOR025W	15	1	601100
YNR014W	14	400100	784300
YGR021W	7	324600	731400
YDR411C	4	934800	1531900
YBR283C	2	372700	813184
YIL090W	9	1	439888
YBR205W	2	286000	813184
YOR321W	15	697200	1091291
YEL066W	5	1	380200
YML104C	13	1	345900
YBR183W	2	339800	813184
YDL004W	4	94100	705400
YNR044W	14	330900	784300
YOR319W	15	476800	1091291
YOL048C	15	149800	514900
YNR069C	14	482100	784300
YOL038C-A	15	11800	574800
YMR278W	13	485000	924400
YGL045W	7	1	755800
YIL076W	9	1	381700
YPR094W	16	130600	948066
YMR315W-A	13	746900	924400
YMR207C	13	415400	924400
YML015C	13	6600	901700
YOR197W	15	333200	991700
YDR322W	4	909400	1391400
YCR007C	3	53400	316600
YCR107W	3	110500	316600
YDR540C	4	1234200	1531900
YEL004W	5	1	576874
YKR072C	11	259000	666800
YDL014W	4	183200	788100
YLR007W	12	1	433900
YHL008C	8	1	562600
YLL032C	12	1	310700
YJL020C	10	1	745751
YDL194W	4	1	531000
YER079W	5	1	575400
YOR140W	15	255300	1032600
YER024W	5	1	465700
YPR161C	16	302000	948066
YNR075C-A	14	346600	784300
YOR230W	15	437800	982900
YPL234C	16	1	533800
YLR159W	12	218600	660800
YDL056W	4	1	656200
YGR234W	7	814700	1090900
YDL165W	4	1	600100
YJL112W	10	1	581500
YDR328C	4	980300	1301200
YPR017C	16	301700	948066
YGL115W	7	1	822100
YNL299W	14	1	469700
YPL119C-A	16	1	430500
YOL129W	15	1	280600
YMR247C	13	511600	924400
YPR037C	16	399000	856700
YML071C	13	1	536000
YBR077C	2	137200	691500
YLR030W	12	139500	284300
YDR176W	4	477600	1058400
YDR122W	4	180700	986900
YER120W	5	1	576874
YNL090W	14	1	715500
YBR042C	2	20100	813184
YOL062C	15	1	552300
YDR381W	4	657400	1439400
YNL234W	14	1	674100
YLR467W	12	836350	1063281
YJL194W	10	1	305900
YMR098C	13	249900	683500
YOR370C	15	652700	1091291
YGR192C	7	579400	1090400
YBR095C	2	130700	813184
YHR111W	8	1	562600
YBL045C	2	1	561300
YBR182C	2	235400	813184
YDR524C	4	1300000	1531900
YGR043C	7	227900	888500
YPR184W	16	786200	948066
YGR008C	7	235400	741200
YDL070W	4	1	531300
YPR202W	16	691400	948066
YMR187C	13	242700	924400
YPL223C	16	1	456900
YNL261W	14	1	784300
YPL272C	16	1	338200
YGL138C	7	1	891400
YER064C	5	1	315400
YOR241W	15	455500	1091291
YBR203W	2	363800	795700
YOL002C	15	1	611700
YCR065W	3	90500	316600
YML111W	13	1	582100
YDL038C	4	1	650500
YOR359W	15	503500	1091291
YLL021W	12	1	387600
YKL205W	11	1	367800
YLR407W	12	547200	1078177
YBR088C	2	1	813184
YBR055C	2	14100	813184
YER033C	5	1	498000
YNL329C	14	1	492400
YCR010C	3	1	316600
YKL110C	11	1	666800
YML100W-A	13	1	327800
YHR040W	8	1	562600
YMR152W	13	297700	783300
YML057W	13	1	433900
YDR178W	4	519500	996400
YKR038C	11	95000	666800
YLR432W	12	513000	1078177
YLR288C	12	473500	1078177
YCL026C-A	3	1	297500
YJR004C	10	190300	745751
YGL180W	7	1	441400
YJL115W	10	31000	401600
YJR073C	10	1	745751
YGL004C	7	307600	889500
YLR204W	12	266200	753100
YML097C	13	1	515200
YKR007W	11	1	666800
YNL012W	14	361200	784300
YJL055W	10	171100	666800
YPR102C	16	567400	836700
YDR181C	4	326100	1289400
YHR193C	8	298300	562600
YMR292W	13	637000	924400
YNL188W	14	1	517900
YMR132C	13	275800	839500
YDR303C	4	548500	1429000
YPL008W	16	136600	948066
YPL086C	16	1	771300
YDL116W	4	1	550800
YPL184C	16	1	428900
YMR023C	13	40800	554100
YPR153W	16	454800	948066
YMR042W	13	167200	485400
YDR252W	4	625800	1275500
YOR119C	15	134800	972600
YLL003W	12	1	411600
YJL037W	10	73600	705300
YDR054C	4	132000	1171700
YGL246C	7	1	546500
YLR409C	12	377000	1078177
YNL316C	14	1	313600
YGR248W	7	546400	1090900
YDR109C	4	429100	1042100
YCL050C	3	1	79500
YPR171W	16	652300	948066
YLR109W	12	177000	607600
YKL103C	11	1	666800
YCR061W	3	162500	316600
YMR109W	13	151400	779600
YGR173W	7	550200	1090900
YMR078C	13	1	924400
YLR094C	12	93000	597700
YBR037C	2	78900	624600
YDR232W	4	544700	1273000
YDR245W	4	713800	1236000
YHR088W	8	1	562600
YDL218W	4	1	390300
YGR276C	7	644800	1090900
YBR017C	2	1	451300
YER100W	5	1	576874
YML037C	13	1	581300
YDL138W	4	1	578400
YJR060W	10	291700	745751
YLR141W	12	166700	731400
YDL089W	4	1	885900
YLR178C	12	312300	681700
YPL159C	16	4000	585900
YGR166W	7	569500	1072500
YDL161W	4	1	528000
YKL050C	11	227900	374300
YGR096W	7	469900	882300
YJL178C	10	1	466400
YDL212W	4	1	518100
YER098W	5	1	576874
YNL161W	14	1	717900
YIL146C	9	1	439888
YDR096W	4	221600	1030400
YIR006C	9	1	439888
YPL046C	16	138100	778800
YDR390C	4	962300	1531900
YGL099W	7	1	786800
YIL119C	9	1	439888
YIL002W-A	9	103500	439888
YKL196C	11	1	407400
YDR314C	4	799500	1531900
YJL144W	10	1	450600
YLR231C	12	275500	827600
YPL011C	16	27500	948066
YFR021W	6	12900	270161
YKL098W	11	1	502400
YJR139C	10	300000	745751
YKL016C	11	186500	666800
YPL111W	16	83600	517100
YCR095W-A	3	1	316600
YBR162C	2	290500	813184
YIL004C	9	1	439888
YDR279W	4	752500	1328500
YKL174C	11	1	407500
YJR013W	10	170200	745751
YJL133W	10	1	531100
YDL113C	4	1	516400
YBL084C	2	1	602600
YPR072W	16	460800	948066
YDL176W	4	1	632800
YBR111C	2	192000	801900
YKL121W	11	1	360700
YOL166W-A	15	1	118300
YKR027W	11	189100	666800
YFL047W	6	1	270161
YGR201C	7	520200	1081300
YLR380W	12	607200	1078177
YKL034W	11	148500	630600
YKL061W	11	71200	605200
YNL058C	14	1	666000
YDL099W	4	3800	622100
YPL160W	16	1	572400
YGR100W	7	415100	996100
YGR289C	7	746400	1090900
YNL023C	14	1	784300
YPL026C	16	101400	948066
YIR011C	9	111500	439888
YJR048W	10	1	745751
YDR214W	4	614300	1075500
YIL126W	9	1	299400
YHR186C	8	1	562600
YLR295C	12	471700	942700
YDL201W	4	1	651200
YDR468C	4	1167800	1531900
YDR332W	4	688600	1510500
YDR330W	4	836000	1490200
YOL102C	15	1	436700
YOR064C	15	110100	631200
YNL318C	14	1	312500
YNL258C	14	1	461500
YOR048C	15	102800	702700
YGL235W	7	1	290000
YBR130C	2	289800	813184
YFR003C	6	1	270161
YOR311C	15	394600	1091291
YOL081W	15	1	512800
YIL033C	9	23900	439888
YOL036W	15	1	533000
YGL148W	7	1	650500
YOR031W	15	121400	703000
YPL133C	16	1	699100
YIL048W	9	1	439888
YDR189W	4	273900	1114900
YLR441C	12	316600	1078177
YOL056W	15	1	529000
YOR075W	15	1	816400
YFR052W	6	1	270161
YMR302C	13	608900	924400
YOR079C	15	236200	678100
YHR132C	8	1	562600
YGR088W	7	204700	853400
YMR083W	13	211600	672500
YBR230W-A	2	427600	813184
YHR078W	8	173600	407200
YGL073W	7	1	1011400
YDR194C	4	626000	1113500
YOL114C	15	1	534500
YJR031C	10	143300	745751
YMR244C-A	13	530700	924400
YBR180W	2	324200	811400
YHL029C	8	1	247100
YML007C-A	13	1	693300
YJR115W	10	200100	745751
YPL051W	16	1	747400
YLR397C	12	613800	1078177
YGR168C	7	586700	989600
YJL210W	10	1	303000
YIL104C	9	1	439888
YIL151C	9	1	293300
YIL002C	9	1	439888
YGL086W	7	35100	605700
YDL223C	4	1	705500
YBR213W	2	265800	813184
YKL081W	11	1	666800
YAL010C	1	14700	224400
YFR032C	6	1	270161
YNL118C	14	1	784300
YJR119C	10	320400	745751
YJL039C	10	150200	745751
YGL228W	7	1	486000
YDR284C	4	785100	1505800
YJR117W	10	489500	745751
YJL097W	10	1	566600
YGR144W	7	406100	1072000
YGR111W	7	33900	1049100
YGL155W	7	1	611500
YBR196C-A	2	299500	813184
YBR196C-B	2	263500	743300
YDR406W	4	1044400	1501400
YBR193C	2	207500	813184
YNL240C	14	1	693700
YHR143W	8	292500	499000
YOL041C	15	1	539800
YBR222C	2	424800	813184
YPR088C	16	1	948066
YLR131C	12	32800	652900
YER034W	5	1	315300
YER127W	5	1	576874
YNL091W	14	1	784300
YIL038C	9	131100	439888
YOL063C	15	1	602400
YCL004W	3	1	316600
YPL128C	16	1	572600
YBR096W	2	158800	813184
YPL042C	16	194900	768100
YJL193W	10	1	488300
YBL015W	2	1	398000
YEL027W	5	1	423600
YHL012W	8	1	480000
YBR136W	2	191900	813184
YOL014W	15	112500	742000
YDR123C	4	248200	1026600
YHR110W	8	1	562600
YBR041W	2	29400	668300
YDR430C	4	983200	1531900
YGR193C	7	434600	1090900
YDR487C	4	1168000	1531900
YPR185W	16	542800	948066
YPL273W	16	1	477800
YIL142W	9	1	353100
YGL248W	7	1	313200
YNR035C	14	1	784300
YLR406C	12	671700	1078177
YDR387C	4	922900	1466300
YLR077W	12	1	927800
YBR056W	2	71300	588200
YNL219C	14	1	664000
YDL039C	4	68900	691000
YGL051W	7	92200	739200
YER178W	5	1	576874
YLR057W	12	81300	587400
YOL003C	15	118000	609100
YBR044C	2	90200	641800
YLR320W	12	337700	1078177
YBR137W	2	317000	715400
YFR014C	6	28500	270161
YOR320C	15	663400	1063500
YML119W	13	1	351400
YDR307W	4	657200	1525700
YOR264W	15	488400	1091291
YOL070C	15	1	801100
YNL142W	14	1	742800
YDR533C	4	1306500	1531900
YHR061C	8	1	562600
YNR054C	14	338800	784300
YBL029C-A	2	1	477500
YDR130C	4	155000	1102800
YIL015W	9	104700	439888
YEL030W	5	1	567800
YPR082C	16	361000	948066
YGL006W-A	7	455500	535200
YGL173C	7	1	486800
YOL038W	15	1	574800
YJR039W	10	63200	745751
YNL275W	14	1	784300
YCL061C	3	1	316600
YOR086C	15	210300	809800
YDR020C	4	151600	802400
YGR053C	7	1	1090900
YPL213W	16	1	380300
YLL051C	12	1	324700
YDR427W	4	823900	1531900
YOR279C	15	454400	1091291
YPL264C	16	1	231500
YOR224C	15	454900	1091291
YGL172W	7	1	454800
YKL211C	11	1	517800
YGL060W	7	85400	741900
YLR079W	12	1	469700
YJL030W	10	1	745751
YLR424W	12	660500	1078177
YGL123W	7	1	707200
YBR221W-A	2	344200	813184
YDR079W	4	273800	884900
YMR268C	13	72700	924400
YCL066W	3	1	217900
YML070W	13	1	502900
YDR310C	4	733200	1531900
YDR055W	4	339200	929400
YBL061C	2	1	811100
YPR054W	16	297700	948066
YMR140W	13	331400	924400
YHR175W-A	8	44000	562600
YLR095C	12	48700	638200
YBR034C	2	64700	563100
YML036W	13	1	546700
YLR040C	12	1	458900
YCR091W	3	162400	316600
YER062C	5	1	576874
YDR244W	4	691200	1531900
YER189W	5	377600	576874
YDL088C	4	1	681200
YDL137W	4	1	692900
YOL125W	15	1	172700
YBR018C	2	1	635200
YKR105C	11	508800	666800
YDL157C	4	1	504500
YJL184W	10	1	473100
YER025W	5	1	503600
YDL015C	4	1	1350800
YOR242C	15	592200	1084000
YKR086W	11	43500	666800
YML041C	13	1	589000
YDL197C	4	1	479000
YER078C	5	1	500900
YER130C	5	1	576874
YMR166C	13	345500	781700
YDL160C-A	4	1	501400
YGR071C	7	241800	1082700
YGR132C	7	318300	1090900
YER165W	5	1	576874
YGL082W	7	56900	634500
YDR035W	4	1	735100
YML038C	13	1	432800
YER187W	5	329900	576874
YBR082C	2	154800	693700
YFR009W	6	1	270161
YKR071C	11	375200	666800
YER156C	5	280300	576874
YBR098W	2	238400	813184
YPL282C	16	1	108800
YOR233W	15	537300	995300
YMR244W	13	433200	924400
YPR049C	16	375600	948066
YDL057W	4	1	656000
YGR257C	7	661200	1090900
YMR179W	13	361900	843400
YPL235W	16	1	243200
YDL008W	4	1	1076100
YBL050W	2	1	474900
YDL107W	4	1	606400
YGR280C	7	936500	1090900
YGR237C	7	580300	1090900
YLR031W	12	1	432900
YBL087C	2	1	348600
YJR014W	10	176700	698600
YJL132W	10	1	516400
YHR050W	8	1	454000
YBR110W	2	1	813184
YDR144C	4	450600	1066600
YPL018W	16	235800	948066
YGL018C	7	1	1090900
YMR075W	13	99000	718300
YGR202C	7	662100	1090900
YKL120W	11	1	370200
YDL248W	4	1	127600
YKR028W	11	1	666800
YDR379W	4	1050500	1503900
YMR276W	13	547600	924400
YLR381W	12	603900	1078177
YFR008W	6	1	270161
YOR103C	15	129000	1033300
YDL175C	4	1	983500
YCR059C	3	189400	316600
YKL137W	11	1	411800
YDR447C	4	1046900	1531900
YAL061W	1	1	194000
YGR178C	7	608800	1090900
YKL168C	11	1	361700
YDL200C	4	1	374300
YDL102W	4	1	827500
YJR009C	10	76200	745751
YPR145W	16	604000	948066
YIL121W	9	1	385200
YLR214W	12	399600	804000
YMR149W	13	1	924400
YPL021W	16	1	815100
YIR010W	9	1	439888
YDR331W	4	745400	1531900
YKR044W	11	128200	666800
YJL127C	10	1	424400
YMR243C	13	322800	924400
YOR391C	15	787600	1091291
YGL183C	7	1	438800
YCR069W	3	116900	316600
YLR433C	12	778200	1078177
YMR068W	13	172200	860100
YPL098C	16	1	582500
YMR153W	13	257200	924400
YGR239C	7	564600	1090900
YKL111C	11	1	517400
YDL040C	4	1	729900
YER032W	5	1	475300
YJR070C	10	31100	734800
YDR448W	4	1056100	1531900
YMR033W	13	1	660100
YDL097C	4	1	874800
YKL063C	11	1	583300
YGL005C	7	1	989000
YGR262C	7	832600	1090900
YHR043C	8	1	520600
YDL111C	4	1	586400
YMR133W	13	280100	852900
YDR202C	4	507700	1216800
YJL052W	10	56800	614300
YMR029C	13	62900	767200
YBR066C	2	144900	676100
YLR203C	12	213200	768800
YKL159C	11	1	609300
YJR046W	10	158100	745751
YDR058C	4	264000	1142300
YDR253C	4	626900	1365800
YDR507C	4	1209700	1531900
YML096W	13	1	399700
YHR192W	8	120900	562600
YCR082W	3	53400	316600
YDR213W	4	651500	1262700
YPL067C	16	129400	543100
YBR101C	2	117800	813184
YGL087C	7	1	665900
YPL052W	16	60900	830100
YIL003W	9	1	439888
YDR240C	4	545300	1165800
YHR007C-A	8	1	314300
YPR080W	16	453700	948066
YGR172C	7	448400	1090900
YFL003C	6	1	270161
YBR163W	2	268400	813184
YDR465C	4	1185900	1531900
